listing_id,host_id,market,property_type,nightly_price,listing_review_score,listing_cleanliness_score,listing_accuracy_score,listing_review_count,cancellation_policy,instant_book_enabled
L00700,H00259,New York,entire_home,258.98,4.56,4.23,4.9,27,strict,0
L00701,H01232,Boston,entire_home,243.54,4.61,4.17,3.88,2,flexible,0
L00702,H00468,Miami,entire_home,183.65,4.24,4.16,5.0,4,moderate,0
L00703,H00337,Seattle,entire_home,172.9,3.81,4.66,4.95,1,moderate,0
L00704,H01326,San Francisco,entire_home,293.28,4.32,4.51,4.55,2,moderate,0
L00705,H01126,Denver,private_room,297.23,4.95,4.14,4.61,17,flexible,1
L00706,H00072,Austin,hotel_room,139.41,5.0,4.11,3.9,7,moderate,1
L00707,H01101,Seattle,entire_home,141.27,3.83,4.26,4.36,15,moderate,1
L00708,H01205,Nashville,entire_home,88.56,4.75,4.31,4.79,20,flexible,0
L00709,H00443,San Francisco,private_room,182.47,4.48,4.24,4.33,5,flexible,1
L00710,H01111,New York,private_room,184.75,4.43,4.48,4.25,27,moderate,1
L00711,H00908,Los Angeles,entire_home,95.29,4.19,4.46,4.45,11,moderate,0
L00712,H01186,New York,entire_home,208.15,4.57,4.04,4.56,9,flexible,1
L00713,H00271,Chicago,entire_home,103.58,3.83,4.3,4.24,28,moderate,1
L00714,H01258,Chicago,entire_home,150.0,4.81,4.83,4.51,8,moderate,1
L00715,H00067,New York,entire_home,270.11,5.0,4.63,4.59,10,flexible,1
L00716,H01282,New York,entire_home,299.27,4.38,4.22,4.18,43,flexible,0
L00717,H01085,Boston,entire_home,101.88,4.08,4.72,4.1,16,strict,1
L00718,H00334,Boston,entire_home,124.56,4.11,4.89,4.5,5,flexible,0
L00719,H01054,New York,private_room,251.3,4.42,4.45,4.46,6,flexible,0
L00720,H00128,Nashville,entire_home,212.86,4.14,4.95,4.22,5,moderate,1
L00721,H00317,Nashville,entire_home,222.38,4.53,4.8,4.53,14,flexible,1
L00722,H01184,Denver,entire_home,45.09,4.69,4.7,4.64,10,flexible,1
L00723,H00681,Austin,private_room,96.91,4.43,4.29,4.16,26,strict,1
L00724,H00192,New York,entire_home,207.42,4.5,3.9,4.35,8,moderate,1
L00725,H01167,Austin,entire_home,325.13,4.74,4.06,4.5,13,flexible,1
L00726,H00420,Boston,entire_home,124.07,4.43,3.99,4.89,27,flexible,1
L00727,H00563,Los Angeles,entire_home,162.93,4.96,4.77,4.56,10,moderate,0
L00728,H01265,San Francisco,entire_home,99.28,4.77,4.38,4.66,35,strict,1
L00729,H00034,Denver,entire_home,333.04,4.61,4.43,4.13,6,moderate,1
L00730,H00071,Chicago,private_room,102.19,4.54,5.0,5.0,19,strict,0
L00731,H00686,Boston,private_room,242.51,4.64,3.98,4.1,2,moderate,1
L00732,H01378,Denver,entire_home,105.06,4.87,4.67,4.69,24,flexible,1
L00733,H00370,San Francisco,entire_home,56.98,4.52,4.4,4.48,16,flexible,1
L00734,H00129,Nashville,entire_home,193.91,4.79,3.83,4.3,7,strict,1
L00735,H00427,Seattle,entire_home,157.21,4.75,4.58,4.27,8,strict,1
L00736,H01460,San Francisco,entire_home,213.7,4.09,4.11,4.64,12,moderate,1
L00737,H01105,New York,entire_home,179.67,4.95,3.76,4.14,5,strict,1
L00738,H00940,Miami,entire_home,102.75,4.5,3.75,4.33,16,strict,1
L00739,H00331,New York,private_room,145.52,4.2,4.2,4.01,1,flexible,0
L00740,H01382,Austin,entire_home,274.57,4.85,4.28,4.33,8,moderate,1
L00741,H00185,Denver,entire_home,229.48,4.53,4.42,4.66,18,flexible,0
L00742,H00919,New York,entire_home,211.03,4.25,3.74,4.49,19,strict,1
L00743,H00277,Miami,entire_home,420.35,4.79,4.26,4.04,12,flexible,1
L00744,H01109,Austin,entire_home,211.38,4.52,4.65,4.43,7,moderate,0
L00745,H00643,Miami,entire_home,252.46,4.53,4.6,5.0,16,moderate,0
L00746,H00721,San Francisco,entire_home,82.43,4.68,4.08,3.97,27,flexible,1
L00747,H01245,Seattle,private_room,256.04,4.02,4.99,4.52,6,strict,0
L00748,H00109,Nashville,entire_home,193.71,4.67,3.97,4.8,10,moderate,1
L00749,H01466,Seattle,entire_home,227.53,4.8,3.87,4.0,11,strict,1
L00750,H00021,San Francisco,entire_home,181.42,4.6,4.53,4.27,11,moderate,1
L00751,H00837,Boston,entire_home,239.72,4.58,4.17,4.85,8,strict,0
L00752,H00485,Seattle,private_room,183.59,5.0,4.69,4.13,1,strict,0
L00753,H00877,Boston,entire_home,179.09,4.09,4.14,4.67,14,moderate,0
L00754,H00997,San Francisco,hotel_room,366.03,4.74,4.68,4.7,8,moderate,0
L00755,H00371,Austin,entire_home,191.6,4.66,5.0,4.19,7,strict,1
L00756,H01197,Chicago,private_room,344.47,4.13,4.79,4.45,5,strict,1
L00757,H00680,Seattle,entire_home,212.15,4.55,4.3,5.0,30,flexible,1
L00758,H00134,Denver,entire_home,310.91,4.8,4.29,4.26,12,moderate,1
L00759,H00279,Nashville,private_room,172.21,4.73,4.27,4.92,8,flexible,1
L00760,H01159,Chicago,entire_home,126.69,4.51,4.64,4.69,9,flexible,0
L00761,H00267,Chicago,entire_home,127.77,4.36,4.31,4.48,7,flexible,1
L00762,H00393,Nashville,entire_home,145.43,4.59,4.16,4.55,8,flexible,1
L00763,H00394,Chicago,entire_home,66.43,4.51,4.54,4.8,18,flexible,1
L00764,H01253,Denver,entire_home,109.4,4.67,4.87,4.23,33,strict,0
L00765,H01067,Nashville,entire_home,264.34,4.35,4.59,4.44,12,moderate,1
L00766,H00277,Nashville,entire_home,247.25,4.51,4.94,3.62,11,strict,0
L00767,H00021,Miami,entire_home,194.77,4.84,4.44,5.0,18,flexible,1
L00768,H01062,Nashville,entire_home,402.16,4.91,4.47,4.4,10,moderate,1
L00769,H00055,Boston,entire_home,121.6,4.26,4.56,4.69,18,moderate,0
L00770,H00834,Nashville,private_room,202.81,4.18,4.83,4.71,8,flexible,0
L00771,H01147,Austin,hotel_room,227.73,3.91,4.55,4.53,7,flexible,1
L00772,H00034,Austin,private_room,148.2,4.44,4.09,4.28,10,flexible,1
L00773,H01295,Seattle,hotel_room,135.02,5.0,5.0,4.03,8,flexible,1
L00774,H00657,Boston,entire_home,160.55,4.72,5.0,3.96,13,flexible,0
L00775,H00396,San Francisco,entire_home,134.63,4.81,4.7,4.15,9,flexible,0
L00776,H00021,New York,entire_home,445.29,4.57,4.26,4.59,11,strict,0
L00777,H00008,Los Angeles,entire_home,157.05,4.75,4.35,4.74,12,moderate,1
L00778,H00878,Nashville,entire_home,207.76,4.41,4.71,4.34,10,moderate,0
L00779,H01416,Seattle,private_room,138.72,4.6,4.21,4.47,13,moderate,1
L00780,H01041,Denver,private_room,397.27,4.73,4.39,4.44,23,moderate,1
L00781,H01267,Nashville,entire_home,167.28,4.94,4.25,4.18,15,moderate,1
L00782,H00236,Chicago,entire_home,92.46,4.69,4.53,4.68,8,strict,1
L00783,H00703,Chicago,entire_home,112.33,4.54,4.64,4.75,15,flexible,0
L00784,H01317,Seattle,entire_home,246.24,4.25,4.76,3.52,9,flexible,1
L00785,H01074,Seattle,hotel_room,178.82,4.46,4.09,4.88,16,flexible,1
L00786,H01013,Austin,entire_home,255.21,4.69,4.29,4.21,20,moderate,0
L00787,H00619,Nashville,private_room,265.89,4.47,4.25,4.81,18,flexible,0
L00788,H01052,Denver,private_room,147.53,4.24,4.26,4.58,11,strict,0
L00789,H00694,San Francisco,entire_home,163.81,4.74,4.53,4.53,6,moderate,0
L00790,H00079,Los Angeles,entire_home,141.3,4.54,4.28,4.32,7,strict,1
L00791,H00387,Boston,private_room,204.01,4.33,4.08,4.0,26,moderate,1
L00792,H01187,Nashville,entire_home,87.9,3.89,4.56,3.96,10,moderate,0
L00793,H00969,Nashville,entire_home,155.61,4.56,3.72,3.75,12,strict,1
L00794,H00031,Seattle,entire_home,136.79,4.43,4.3,4.49,16,strict,0
L00795,H00223,Miami,entire_home,174.67,5.0,4.87,4.36,21,moderate,0
L00796,H01293,Los Angeles,entire_home,143.18,4.96,4.97,4.78,11,strict,1
L00797,H00785,Nashville,entire_home,203.09,4.21,4.71,4.56,10,moderate,1
L00798,H00709,Nashville,entire_home,288.78,4.91,4.36,4.47,30,flexible,0
L00799,H01247,Seattle,private_room,308.83,4.58,4.74,4.2,4,moderate,1
L00800,H00648,Seattle,entire_home,143.38,4.86,5.0,4.66,24,moderate,1
L00801,H00281,Chicago,entire_home,266.91,5.0,4.62,4.09,6,flexible,1
L00802,H01138,Austin,private_room,57.57,4.39,4.79,4.41,9,moderate,0
L00803,H00274,San Francisco,entire_home,214.13,4.42,5.0,4.97,6,strict,1
L00804,H00837,Los Angeles,private_room,91.15,4.27,4.72,4.62,9,flexible,1
L00805,H00129,Austin,entire_home,265.7,4.81,4.24,4.01,9,moderate,1
L00806,H00111,New York,entire_home,293.56,4.8,3.86,4.33,17,strict,0
L00807,H01235,Nashville,private_room,226.36,5.0,4.75,4.11,14,moderate,1
L00808,H01229,Austin,entire_home,142.69,4.74,4.21,4.65,7,flexible,1
L00809,H00707,Boston,entire_home,106.85,4.12,4.66,4.5,14,moderate,0
L00810,H00987,Nashville,hotel_room,169.11,5.0,4.09,4.86,16,moderate,1
L00811,H01252,Miami,entire_home,153.36,4.65,4.32,4.95,22,flexible,0
L00812,H00809,Miami,entire_home,168.13,4.47,4.78,4.18,10,flexible,0
L00813,H00785,Seattle,entire_home,182.45,4.28,3.78,4.64,17,moderate,1
L00814,H00124,Los Angeles,private_room,277.22,4.83,5.0,4.14,12,strict,1
L00815,H01160,Austin,entire_home,120.36,4.13,4.03,4.73,17,strict,1
L00816,H00262,Chicago,private_room,98.27,5.0,4.31,4.62,15,flexible,1
L00817,H00355,Boston,entire_home,165.91,4.54,4.41,4.55,24,moderate,1
L00818,H00820,Austin,entire_home,160.44,3.89,4.4,4.35,20,moderate,0
L00819,H00507,Chicago,entire_home,177.02,4.66,4.2,4.45,18,moderate,1
L00820,H01230,Austin,entire_home,191.44,4.63,5.0,3.86,12,moderate,0
L00821,H00505,Miami,entire_home,169.08,4.49,4.29,4.83,3,strict,1
L00822,H01125,Seattle,entire_home,115.59,5.0,4.86,3.68,35,moderate,1
L00823,H00452,San Francisco,entire_home,186.38,4.88,4.14,4.92,9,moderate,1
L00824,H00213,Seattle,entire_home,327.36,4.14,3.97,4.01,7,flexible,1
L00825,H01349,Denver,entire_home,166.27,4.73,4.77,4.84,5,flexible,1
L00826,H00300,Boston,hotel_room,183.09,4.82,4.93,4.31,28,flexible,0
L00827,H00873,New York,entire_home,288.79,4.41,4.54,4.41,13,moderate,1
L00828,H01377,Denver,entire_home,109.92,4.46,5.0,4.33,8,flexible,1
L00829,H01281,Boston,entire_home,158.51,4.54,4.42,4.1,8,moderate,1
L00830,H00392,Denver,entire_home,273.51,4.1,4.58,4.15,12,flexible,1
L00831,H00985,New York,entire_home,238.61,4.44,4.28,5.0,9,flexible,0
L00832,H00403,Los Angeles,private_room,234.32,4.56,4.33,4.04,11,flexible,0
L00833,H00841,Austin,private_room,58.73,4.89,4.91,4.63,12,moderate,1
L00834,H00764,Chicago,entire_home,122.51,4.36,5.0,4.21,12,moderate,1
L00835,H00187,San Francisco,entire_home,86.32,4.57,4.88,4.77,16,flexible,1
L00836,H00650,San Francisco,entire_home,315.14,4.27,4.21,4.46,12,moderate,1
L00837,H00359,Los Angeles,entire_home,208.17,4.32,4.36,4.69,13,strict,1
L00838,H00276,Denver,private_room,163.28,4.32,3.93,4.61,40,flexible,1
L00839,H00721,Miami,entire_home,118.99,4.4,5.0,4.18,10,moderate,1
L00840,H00705,Boston,entire_home,142.34,4.59,4.97,4.3,11,moderate,1
L00841,H00483,San Francisco,entire_home,445.4,4.7,4.65,4.39,7,strict,1
L00842,H00732,Austin,private_room,166.69,4.83,4.73,4.29,11,flexible,0
L00843,H01393,Los Angeles,entire_home,126.12,4.17,4.72,4.11,21,moderate,0
L00844,H01359,Nashville,entire_home,98.15,4.67,4.19,4.89,10,flexible,1
L00845,H01374,San Francisco,entire_home,379.61,4.1,4.13,4.62,12,flexible,1
L00846,H01177,Los Angeles,entire_home,164.97,3.74,4.57,4.32,18,moderate,0
L00847,H01222,Los Angeles,entire_home,142.26,4.66,4.74,4.08,9,moderate,1
L00848,H00931,San Francisco,entire_home,91.23,4.61,4.47,4.39,9,moderate,0
L00849,H00804,Seattle,entire_home,110.02,4.86,4.64,3.94,6,strict,1
L00850,H01169,Chicago,private_room,284.58,4.24,4.79,4.6,13,flexible,0
L00851,H01178,Seattle,entire_home,81.36,4.42,4.83,4.29,13,flexible,1
L00852,H00733,San Francisco,private_room,94.29,4.67,4.13,4.27,2,moderate,1
L00853,H00073,New York,private_room,140.82,4.45,3.72,4.87,19,moderate,1
L00854,H01118,Denver,entire_home,206.21,4.47,4.1,4.26,6,moderate,1
L00855,H00335,Boston,entire_home,174.91,4.65,4.65,5.0,19,moderate,1
L00856,H01298,Austin,entire_home,131.07,4.85,3.76,4.1,8,flexible,0
L00857,H01337,Boston,entire_home,129.05,4.96,4.53,4.12,4,strict,1
L00858,H01315,Nashville,private_room,125.32,4.77,4.82,4.34,20,flexible,1
L00859,H01103,New York,entire_home,159.38,4.29,4.5,4.45,9,flexible,1
L00860,H00108,Boston,entire_home,113.93,4.22,4.74,4.17,12,flexible,1
L00861,H01147,Miami,entire_home,187.54,5.0,4.31,4.98,15,moderate,0
L00862,H00280,Austin,private_room,293.96,4.41,4.6,4.58,6,moderate,0
L00863,H01430,Boston,entire_home,271.17,4.45,4.47,4.11,12,flexible,0
L00864,H00056,Boston,entire_home,81.05,4.56,4.21,4.28,0,moderate,0
L00865,H00324,Los Angeles,entire_home,104.63,4.08,4.08,4.56,10,flexible,1
L00866,H00090,San Francisco,entire_home,207.53,4.26,3.96,4.37,1,moderate,1
L00867,H00003,Austin,entire_home,178.45,4.71,4.83,4.15,7,moderate,0
L00868,H00532,Seattle,private_room,183.95,4.08,4.64,4.8,4,moderate,1
L00869,H01482,Boston,private_room,327.27,4.35,4.17,5.0,12,strict,1
L00870,H00414,Austin,entire_home,454.88,4.2,4.11,4.43,0,moderate,0
L00871,H00635,Boston,entire_home,236.09,4.35,4.51,4.59,14,moderate,1
L00872,H01232,Denver,entire_home,84.71,4.44,4.59,4.88,15,flexible,0
L00873,H00262,Boston,private_room,153.6,4.8,4.3,4.2,10,flexible,1
L00874,H00744,Austin,private_room,309.43,4.81,4.28,5.0,13,flexible,0
L00875,H00114,Los Angeles,entire_home,367.85,4.56,4.48,4.03,9,flexible,1
L00876,H00396,Austin,entire_home,150.74,4.49,4.47,4.6,11,moderate,1
L00877,H00310,Chicago,private_room,208.77,4.1,4.27,4.19,17,flexible,1
L00878,H00606,Austin,private_room,227.83,4.07,4.52,4.03,7,moderate,0
L00879,H00825,Boston,entire_home,246.04,4.62,3.64,4.22,37,moderate,1
L00880,H00938,Nashville,entire_home,276.49,4.92,4.62,4.31,7,flexible,0
L00881,H00108,Chicago,entire_home,51.0,4.6,4.77,4.24,5,flexible,0
L00882,H00285,San Francisco,entire_home,227.99,4.58,4.37,4.79,11,moderate,1
L00883,H00471,Denver,private_room,159.32,5.0,5.0,4.46,5,flexible,1
L00884,H00367,Denver,entire_home,181.03,4.76,4.25,4.69,11,strict,1
L00885,H01129,Chicago,private_room,108.07,4.16,4.54,4.69,5,moderate,1
L00886,H01475,Miami,entire_home,114.68,4.18,4.15,4.4,8,moderate,1
L00887,H00060,Boston,hotel_room,147.99,4.4,4.51,4.02,7,strict,0
L00888,H00066,Austin,entire_home,216.62,4.21,4.41,4.74,15,strict,1
L00889,H00372,Miami,entire_home,87.66,4.36,4.07,4.16,8,strict,1
L00890,H00246,Austin,entire_home,169.8,4.54,4.65,4.99,7,moderate,0
L00891,H01461,New York,entire_home,347.65,4.17,4.62,4.81,14,flexible,1
L00892,H00422,Boston,entire_home,446.27,4.54,4.42,4.44,19,strict,0
L00893,H00924,San Francisco,entire_home,173.09,4.61,4.1,3.62,7,flexible,0
L00894,H01300,Miami,private_room,143.27,5.0,4.75,4.56,12,flexible,1
L00895,H00267,Nashville,entire_home,141.44,4.49,4.6,5.0,8,flexible,0
L00896,H00337,Seattle,entire_home,222.93,4.41,5.0,4.38,4,strict,1
L00897,H01476,Austin,entire_home,219.56,5.0,4.1,4.23,15,strict,1
L00898,H01212,San Francisco,private_room,147.17,4.1,4.51,4.45,8,strict,1
L00899,H00612,Los Angeles,entire_home,116.64,5.0,5.0,4.62,14,flexible,1
L00900,H00763,Miami,private_room,98.25,4.65,4.81,4.77,6,strict,0
L00901,H00414,New York,private_room,153.61,4.89,4.56,4.38,12,flexible,1
L00902,H00779,Denver,entire_home,282.01,4.44,4.13,4.16,17,strict,0
L00903,H01270,San Francisco,hotel_room,117.16,4.13,4.78,5.0,14,strict,1
L00904,H00687,New York,entire_home,131.54,4.18,4.34,3.85,7,flexible,0
L00905,H00533,Miami,private_room,154.52,4.69,4.35,4.8,16,moderate,0
L00906,H01382,Denver,entire_home,114.92,5.0,5.0,4.67,17,moderate,0
L00907,H01260,Miami,hotel_room,411.33,4.21,4.93,4.76,17,moderate,1
L00908,H00516,Miami,private_room,210.35,4.61,4.56,4.21,11,flexible,1
L00909,H00759,Miami,entire_home,236.95,4.09,4.4,4.09,12,moderate,1
L00910,H00754,Austin,entire_home,98.8,4.91,3.86,4.5,12,moderate,1
L00911,H00083,Austin,entire_home,147.7,4.65,4.66,4.15,2,moderate,1
L00912,H00335,Boston,entire_home,231.46,4.05,4.5,4.11,31,moderate,0
L00913,H00969,Chicago,entire_home,189.54,4.62,4.71,4.25,14,flexible,0
L00914,H01086,Miami,entire_home,578.06,4.68,3.56,4.44,4,moderate,0
L00915,H01227,Nashville,private_room,230.58,4.89,4.13,4.71,18,strict,1
L00916,H01285,Chicago,entire_home,125.18,4.68,4.29,4.08,6,strict,1
L00917,H01277,San Francisco,entire_home,168.19,3.63,4.53,5.0,9,moderate,1
L00918,H00470,Seattle,entire_home,199.16,3.9,4.48,3.45,12,moderate,1
L00919,H00063,Austin,entire_home,265.03,4.69,4.28,4.71,10,flexible,1
L00920,H00253,New York,entire_home,54.76,3.98,4.54,4.84,4,flexible,1
L00921,H01432,Boston,entire_home,111.86,5.0,5.0,4.89,22,flexible,0
L00922,H00980,Chicago,entire_home,191.67,4.61,4.57,4.37,9,flexible,1
L00923,H00978,San Francisco,private_room,57.99,4.72,4.73,4.31,3,strict,1
L00924,H01076,Denver,entire_home,285.36,4.38,4.49,5.0,13,flexible,0
L00925,H00383,Los Angeles,private_room,174.55,4.6,4.43,3.79,6,moderate,0
L00926,H00097,Los Angeles,entire_home,155.68,5.0,4.38,4.25,4,flexible,1
L00927,H00124,Boston,private_room,87.12,4.47,4.51,4.1,19,flexible,1
L00928,H00103,Chicago,entire_home,347.1,4.72,4.91,4.78,8,strict,1
L00929,H00531,Chicago,entire_home,92.42,4.79,4.91,4.45,7,moderate,1
L00930,H00642,Seattle,entire_home,276.67,4.26,4.82,3.91,15,flexible,0
L00931,H00447,Denver,entire_home,454.54,4.59,4.56,4.16,7,moderate,0
L00932,H00902,Austin,entire_home,366.3,4.65,4.76,4.3,19,flexible,0
L00933,H00258,San Francisco,entire_home,186.3,4.95,4.34,4.64,11,moderate,0
L00934,H00235,Boston,private_room,148.31,4.42,4.9,3.94,17,flexible,0
L00935,H01411,Seattle,private_room,252.65,4.04,4.9,5.0,8,strict,1
L00936,H00161,New York,entire_home,158.94,4.97,4.46,4.55,18,moderate,1
L00937,H00212,Seattle,hotel_room,191.33,4.59,4.21,4.66,16,moderate,0
L00938,H00427,New York,entire_home,96.88,4.78,4.31,4.56,5,flexible,1
L00939,H00767,Chicago,entire_home,245.98,4.74,4.0,4.72,15,moderate,0
L00940,H00425,Seattle,entire_home,122.84,5.0,4.33,3.75,11,strict,0
L00941,H01209,Los Angeles,entire_home,311.34,4.66,3.98,4.97,10,flexible,1
L00942,H01475,Miami,entire_home,93.92,4.88,4.15,4.9,16,moderate,1
L00943,H00139,Denver,entire_home,131.59,4.7,4.64,4.63,13,moderate,0
L00944,H00562,Chicago,entire_home,149.82,4.56,4.29,5.0,17,strict,0
L00945,H00084,Nashville,entire_home,126.71,5.0,4.08,4.11,22,moderate,1
L00946,H00110,San Francisco,private_room,129.4,4.92,4.51,4.14,14,strict,1
L00947,H00993,Boston,entire_home,172.8,4.34,4.53,4.41,9,flexible,0
L00948,H01158,Nashville,entire_home,125.33,4.63,3.91,4.2,14,moderate,0
L00949,H00114,San Francisco,entire_home,118.33,4.57,4.66,4.49,9,flexible,1
L00950,H00189,Seattle,hotel_room,147.86,4.53,4.66,4.85,16,strict,1
L00951,H01466,Los Angeles,entire_home,246.18,4.7,3.94,4.56,20,flexible,0
L00952,H00039,Seattle,entire_home,289.82,4.66,5.0,4.56,9,flexible,0
L00953,H01457,Chicago,entire_home,125.43,4.13,5.0,4.06,29,moderate,0
L00954,H00109,Nashville,entire_home,183.43,4.45,5.0,4.42,16,moderate,1
L00955,H00980,Austin,entire_home,196.08,4.47,4.18,4.4,15,moderate,1
L00956,H00536,San Francisco,hotel_room,316.24,4.37,3.89,4.35,12,moderate,1
L00957,H00632,Los Angeles,entire_home,418.44,4.23,4.12,4.84,3,strict,0
L00958,H00730,Miami,entire_home,58.58,4.42,4.84,4.59,9,moderate,1
L00959,H01378,Austin,private_room,71.79,4.46,4.5,4.1,6,moderate,1
L00960,H00555,Denver,entire_home,156.85,4.53,4.81,4.45,4,moderate,1
L00961,H00000,New York,private_room,97.59,4.38,4.71,4.78,14,flexible,1
L00962,H00900,San Francisco,private_room,112.04,4.55,5.0,4.56,7,flexible,1
L00963,H01451,Chicago,entire_home,84.68,3.93,5.0,4.56,13,moderate,1
L00964,H01337,New York,entire_home,187.42,4.42,4.51,4.16,8,moderate,1
L00965,H00913,Boston,entire_home,140.4,4.96,4.7,4.78,5,strict,0
L00966,H01324,Miami,private_room,273.44,4.53,4.08,4.04,13,strict,1
L00967,H01465,New York,entire_home,150.91,4.46,4.11,4.41,16,strict,1
L00968,H01186,Denver,entire_home,172.77,4.54,5.0,4.53,12,strict,1
L00969,H00001,Austin,entire_home,338.69,5.0,4.28,4.66,5,moderate,1
L00970,H00785,Chicago,private_room,184.67,4.93,4.82,4.46,5,strict,1
L00971,H01186,Nashville,private_room,174.09,4.59,4.05,4.41,19,flexible,0
L00972,H01301,Los Angeles,entire_home,96.76,4.39,4.1,3.96,13,flexible,1
L00973,H00822,Austin,entire_home,173.76,4.34,5.0,4.35,14,moderate,0
L00974,H00942,Chicago,entire_home,126.09,4.75,4.51,4.77,15,strict,0
L00975,H00663,Austin,entire_home,170.65,4.7,4.46,4.66,10,flexible,0
L00976,H00031,Miami,entire_home,83.57,4.5,5.0,4.41,6,flexible,0
L00977,H01121,Chicago,entire_home,146.56,4.94,4.47,4.75,3,flexible,1
L00978,H00228,Los Angeles,hotel_room,97.32,4.47,4.46,4.63,7,flexible,1
L00979,H01392,Nashville,private_room,348.73,4.3,4.57,5.0,14,moderate,1
L00980,H00906,Nashville,entire_home,255.6,4.58,4.53,4.3,9,strict,1
L00981,H00777,New York,entire_home,166.77,4.01,4.5,4.39,8,flexible,0
L00982,H00470,Denver,entire_home,170.79,4.68,5.0,4.29,25,moderate,0
L00983,H00370,Miami,entire_home,163.48,4.24,5.0,4.47,10,moderate,0
L00984,H00101,Seattle,entire_home,280.16,4.62,4.33,4.21,6,moderate,1
L00985,H00201,Boston,private_room,128.04,5.0,4.19,4.47,14,moderate,1
L00986,H01194,Miami,entire_home,792.62,4.5,3.75,4.7,12,strict,1
L00987,H00518,San Francisco,entire_home,150.74,4.69,4.31,5.0,17,flexible,0
L00988,H00815,Chicago,private_room,79.76,4.37,4.21,4.63,6,flexible,1
L00989,H00244,Boston,entire_home,179.82,4.82,4.95,5.0,22,moderate,0
L00990,H00588,Nashville,entire_home,175.89,4.62,4.64,4.19,19,strict,1
L00991,H00714,Los Angeles,entire_home,133.81,4.42,4.79,4.92,19,strict,1
L00992,H00994,Los Angeles,private_room,106.49,4.0,4.53,4.43,20,moderate,0
L00993,H00135,Seattle,entire_home,78.83,4.61,4.3,3.73,26,flexible,1
L00994,H00470,Los Angeles,hotel_room,123.88,4.42,4.12,3.71,14,strict,0
L00995,H01123,Seattle,hotel_room,201.01,5.0,4.14,4.47,5,moderate,1
L00996,H00006,San Francisco,private_room,247.83,3.94,4.38,3.93,12,flexible,0
L00997,H00777,Miami,entire_home,383.54,4.83,4.51,4.44,6,strict,1
L00998,H00395,Boston,entire_home,373.42,4.6,4.85,4.51,7,strict,1
L00999,H00478,Miami,private_room,95.24,4.44,4.23,4.47,1,moderate,0
L01000,H01482,San Francisco,entire_home,89.99,5.0,4.4,4.25,25,flexible,0
L01001,H00932,Chicago,entire_home,114.85,4.83,4.85,5.0,10,strict,1
L01002,H00153,Boston,entire_home,177.8,4.3,4.42,4.55,8,moderate,0
L01003,H00004,New York,entire_home,113.79,4.25,4.66,4.69,23,strict,0
L01004,H00774,New York,private_room,154.63,4.82,5.0,4.76,22,flexible,0
L01005,H01315,San Francisco,private_room,150.62,4.86,4.74,3.93,9,moderate,1
L01006,H01023,Denver,hotel_room,198.05,4.38,4.36,4.74,14,strict,0
L01007,H01446,Chicago,entire_home,168.19,4.86,4.66,4.71,11,flexible,1
L01008,H01321,Nashville,private_room,232.95,5.0,4.75,4.27,30,strict,1
L01009,H00253,New York,entire_home,143.76,4.72,4.53,4.62,8,flexible,0
L01010,H00355,Miami,entire_home,251.3,4.76,4.85,4.61,4,moderate,0
L01011,H00753,Nashville,entire_home,71.76,5.0,4.92,4.72,10,moderate,1
L01012,H01205,Nashville,entire_home,137.04,4.56,4.53,4.92,28,moderate,0
L01013,H01285,San Francisco,private_room,198.57,4.73,5.0,4.66,3,moderate,0
L01014,H00980,Nashville,entire_home,153.19,4.47,4.12,4.22,7,moderate,0
L01015,H01088,Miami,entire_home,75.99,4.5,4.49,4.29,5,strict,1
L01016,H00001,Chicago,entire_home,95.9,4.64,4.13,4.41,13,moderate,1
L01017,H01014,Los Angeles,private_room,112.16,4.21,4.38,4.19,9,flexible,1
L01018,H00578,Chicago,entire_home,103.3,4.88,5.0,4.11,25,flexible,0
L01019,H00102,Denver,entire_home,165.03,4.76,4.13,4.46,12,moderate,0
L01020,H01293,Chicago,entire_home,98.04,4.26,4.23,3.93,7,flexible,0
L01021,H00248,Chicago,entire_home,260.46,4.12,5.0,4.23,22,flexible,1
L01022,H00344,Austin,hotel_room,117.23,4.42,4.31,4.51,12,flexible,0
L01023,H00996,Austin,private_room,103.11,4.66,5.0,4.79,4,flexible,1
L01024,H01151,Chicago,private_room,256.41,4.42,4.4,4.43,2,moderate,0
L01025,H00206,Los Angeles,entire_home,156.51,4.76,4.72,3.99,9,strict,0
L01026,H01431,Seattle,entire_home,107.65,4.09,4.2,4.43,12,moderate,1
L01027,H00552,Los Angeles,private_room,209.47,4.48,4.58,4.25,9,moderate,1
L01028,H00249,San Francisco,entire_home,109.2,4.68,3.67,4.47,4,moderate,1
L01029,H00309,Seattle,private_room,200.84,4.37,4.5,4.78,7,flexible,0
L01030,H00105,Chicago,entire_home,137.18,4.36,4.2,4.42,20,moderate,1
L01031,H01369,Miami,private_room,68.09,4.87,4.11,4.52,23,strict,1
L01032,H01425,Nashville,entire_home,131.85,4.64,4.44,4.71,19,strict,1
L01033,H00529,San Francisco,private_room,442.93,4.75,3.8,4.78,4,flexible,0
L01034,H00146,Boston,private_room,358.35,4.91,4.48,4.24,9,flexible,0
L01035,H00676,Miami,entire_home,234.44,4.57,4.93,4.62,22,moderate,1
L01036,H00480,New York,entire_home,352.3,4.63,4.16,4.41,13,moderate,1
