ticket_id,booking_id,issue_category,contact_channel,priority_initial,guest_id,host_id,listing_id,nights,days_until_checkin_at_ticket,total_booking_value,booking_status,cancelled_by,guest_account_age_days,guest_past_bookings_count,guest_past_support_tickets_12m,guest_past_refund_requests_12m,guest_lifetime_booking_value,guest_id_verified,host_superhost,host_response_rate,host_cancellation_rate_12m,host_avg_response_time_minutes,host_past_guest_complaints_12m,host_avg_rating,market,property_type,nightly_price,listing_review_score,listing_cleanliness_score,listing_accuracy_score,listing_review_count,cancellation_policy,instant_book_enabled,same_week_checkin_flag,strict_policy_flag,host_cancelled_booking_flag,high_value_booking_flag,sentiment_score,urgency_score,time_to_first_agent_response_minutes,message_count_first_30min,senior_agent_routing,rebooking_coupon_offered,repeat_contact_probability,repeat_contact_7d,escalation_probability,escalated,resolution_hours,csat_score,poor_csat,long_resolution
T000903,B000903,listing_not_as_described,chat,low,G02445,H00615,L02782,2,40,1074.65,completed,none,1134,4,1,0,2088.84,1,0,0.94,0.059,343.5,1,4.81,Nashville,hotel_room,439.13,4.77,4.96,4.78,6,strict,0,0,1,0,0,-0.761,0.353,34.2,3,0,0,0.466,0,0.173,1,7.78,4,0,0
T000904,B000904,policy_question,chat,low,G02709,H00256,L01620,3,20,669.48,completed,none,2589,1,1,1,2349.92,1,0,0.664,0.152,98.1,2,4.61,Nashville,hotel_room,181.64,4.39,4.08,3.97,7,flexible,1,0,0,0,0,-0.064,0.193,21.2,1,1,0,0.18,0,0.105,0,12.29,5,0,0
T000905,B000905,payment_problem,chat,low,G00142,H00689,L01738,2,30,601.71,completed,none,2940,3,0,0,2665.01,1,1,0.832,0.021,174.5,0,4.26,Denver,private_room,243.88,4.79,4.58,4.51,4,flexible,1,0,0,0,0,0.115,0.361,33.1,5,1,0,0.078,0,0.088,0,12.85,4,0,0
T000906,B000906,payment_problem,chat,low,G00433,H00313,L02324,1,14,142.34,completed,none,2915,5,3,0,2638.2,1,0,0.793,0.055,315.3,0,4.62,Miami,entire_home,133.22,4.77,4.69,4.5,15,moderate,1,0,0,0,0,-0.462,0.279,7.7,1,1,0,0.357,0,0.144,0,23.5,5,0,0
T000907,B000907,checkin_problem,chat,low,G00175,H01127,L01707,3,30,706.04,active,none,1497,3,0,0,3290.67,1,0,0.777,0.024,25.3,2,5.0,New York,entire_home,202.21,4.45,4.93,4.67,15,moderate,1,0,0,0,0,-0.651,0.539,38.3,4,0,0,0.422,1,0.298,1,17.51,3,0,0
T000908,B000908,safety_issue,phone,high,G00191,H00988,L01104,1,8,193.41,cancelled,guest,684,7,0,0,1618.67,1,1,0.611,0.016,183.4,3,4.57,Los Angeles,entire_home,156.76,4.19,4.96,4.87,8,flexible,1,0,0,0,0,-0.495,0.831,5.5,2,1,0,0.74,0,0.594,0,7.87,5,0,0
T000909,B000909,refund_request,self_serve,low,G03055,H01136,L02436,4,35,889.83,completed,none,2615,3,2,1,3699.55,1,0,0.686,0.073,26.2,2,4.85,San Francisco,entire_home,188.49,4.6,4.9,4.71,11,moderate,1,0,0,0,0,-0.116,0.411,18.5,5,0,0,0.311,1,0.254,0,10.36,4,0,0
T000910,B000910,policy_question,self_serve,high,G03498,H00551,L00394,1,36,170.39,completed,none,7,5,1,0,2898.21,0,0,0.695,0.022,72.7,1,4.55,Nashville,entire_home,147.39,4.67,4.47,3.72,4,moderate,1,0,0,0,0,-0.426,0.349,49.0,3,0,0,0.26,1,0.235,0,10.01,3,0,0
T000911,B000911,payment_problem,phone,low,G02316,H00154,L00069,8,41,1873.77,completed,none,73,7,5,0,3600.33,1,0,0.892,0.035,43.7,2,4.52,Boston,entire_home,224.26,4.23,4.59,4.65,12,flexible,1,0,0,0,1,-0.273,0.505,52.5,1,0,0,0.322,0,0.135,0,0.8,5,0,0
T000912,B000912,payment_problem,phone,medium,G01834,H00498,L01928,6,4,940.54,completed,none,1568,6,1,0,1004.84,1,0,0.82,0.033,11.4,3,4.71,San Francisco,private_room,139.59,4.28,4.42,4.36,1,flexible,0,1,0,0,0,-0.389,0.626,80.3,2,1,1,0.227,0,0.114,0,8.57,4,0,0
T000913,B000913,policy_question,self_serve,medium,G01024,H01453,L02680,6,18,1081.59,cancelled,guest,1918,4,0,0,3685.2,1,1,0.82,0.136,171.2,2,4.4,Denver,entire_home,164.55,4.24,4.21,3.71,13,moderate,0,0,0,0,0,0.214,0.2,17.4,3,0,0,0.186,0,0.106,0,19.34,4,0,0
T000914,B000914,checkin_problem,phone,medium,G01743,H00394,L00763,7,27,567.25,completed,none,907,2,3,0,1759.51,1,1,0.723,0.025,46.9,2,4.22,Chicago,entire_home,66.43,4.51,4.54,4.8,18,flexible,1,0,0,0,0,-0.385,0.44,62.2,1,0,0,0.406,0,0.156,0,16.47,5,0,0
T000915,B000915,refund_request,email,medium,G01100,H00929,L00422,7,22,3024.97,completed,none,821,6,0,1,1059.39,0,0,0.931,0.091,74.1,1,4.49,Los Angeles,entire_home,401.3,4.2,4.59,5.0,10,moderate,1,0,0,0,1,0.055,0.551,24.3,3,1,0,0.167,0,0.103,0,12.75,4,0,0
T000916,B000916,checkin_problem,phone,high,G00971,H00617,L02181,3,5,576.82,completed,none,2891,1,2,0,1981.64,1,1,0.812,0.181,129.4,3,4.5,Los Angeles,entire_home,155.55,4.3,4.85,4.7,11,flexible,0,1,0,0,0,-0.088,0.533,43.6,1,1,0,0.329,1,0.261,1,45.74,3,0,1
T000917,B000917,policy_question,phone,low,G02683,H01291,L00005,6,27,2643.08,completed,none,2170,3,0,0,1276.54,1,1,0.698,0.15,297.6,1,4.67,Boston,entire_home,374.7,5.0,4.94,4.53,18,moderate,1,0,0,0,1,-0.296,0.544,98.8,3,0,1,0.412,1,0.383,1,4.65,4,0,0
T000918,B000918,policy_question,chat,high,G02661,H00022,L02202,3,5,478.1,completed,none,2399,2,0,1,4731.2,1,0,0.86,0.065,110.1,2,4.82,Nashville,private_room,143.75,4.24,4.77,4.15,6,strict,0,1,1,0,0,-0.465,0.574,8.6,2,1,0,0.581,0,0.208,0,7.16,5,0,0
T000919,B000919,payment_problem,chat,high,G03878,H00088,L01038,1,17,260.99,cancelled,guest,649,2,2,0,887.4,1,1,0.773,0.001,24.3,4,4.84,Nashville,entire_home,204.75,5.0,4.38,3.71,19,flexible,1,0,0,0,0,0.08,0.378,12.3,4,0,0,0.174,0,0.104,0,0.67,4,0,0
T000920,B000920,host_cancellation,chat,high,G01804,H00968,L01111,8,32,1103.17,completed,none,2947,5,0,0,2934.61,1,1,0.779,0.034,337.6,4,5.0,Miami,hotel_room,110.56,4.29,4.64,4.04,23,moderate,1,0,0,0,0,0.04,0.59,14.4,6,1,0,0.325,1,0.259,0,7.73,4,0,0
T000921,B000921,payment_problem,email,medium,G00721,H01308,L02759,1,0,234.07,completed,none,2780,5,2,0,1805.48,1,1,0.736,0.008,120.5,1,4.61,Boston,private_room,190.93,4.64,4.34,3.67,1,strict,0,1,1,0,0,0.197,0.553,110.7,1,0,0,0.541,0,0.265,1,2.55,4,0,0
T000922,B000922,payment_problem,phone,low,G00519,H00808,L01249,6,14,583.81,cancelled,host,2428,1,0,1,3434.69,1,0,0.824,0.13,23.4,0,5.0,Denver,entire_home,80.99,4.32,4.4,4.28,4,moderate,1,0,0,1,0,-0.362,0.319,61.3,3,0,0,0.215,0,0.112,0,31.01,4,0,1
T000923,B000923,refund_request,phone,low,G02954,H00446,L01880,6,22,557.22,completed,none,1754,4,0,0,1427.94,1,0,0.837,0.057,101.2,2,4.73,Denver,entire_home,80.4,4.41,3.83,4.1,12,flexible,1,0,0,0,0,-0.184,0.452,37.7,2,1,0,0.119,0,0.094,0,10.13,5,0,0
T000924,B000924,listing_not_as_described,chat,medium,G01605,H01290,L00066,3,42,400.87,completed,none,580,5,2,0,983.91,1,0,0.922,0.14,96.3,0,4.97,New York,entire_home,115.24,4.95,4.67,4.74,25,moderate,1,0,0,0,0,-0.164,0.383,46.5,4,0,0,0.239,0,0.117,0,4.64,5,0,0
T000925,B000925,checkin_problem,chat,medium,G01859,H00273,L02676,2,44,1099.18,completed,none,2044,2,0,0,2383.31,1,0,0.845,0.114,3.6,4,4.43,San Francisco,private_room,470.41,4.39,5.0,4.44,6,flexible,0,0,0,0,0,0.193,0.259,20.4,1,0,0,0.191,0,0.107,0,11.46,4,0,0
T000926,B000926,payment_problem,phone,medium,G01243,H00395,L00331,2,1,148.17,completed,none,990,3,1,1,5028.81,1,1,0.721,0.011,72.8,0,4.75,San Francisco,private_room,62.94,4.93,4.95,5.0,14,moderate,0,1,0,0,0,0.284,0.64,37.0,1,0,0,0.48,1,0.323,0,19.89,4,0,0
T000927,B000927,checkin_problem,email,low,G01711,H00303,L02908,4,29,1436.0,completed,none,1246,5,0,2,2385.35,0,1,0.746,0.093,130.7,4,4.67,Nashville,entire_home,304.97,4.73,4.63,4.17,5,flexible,0,0,0,0,0,0.124,0.216,20.8,1,0,0,0.255,0,0.12,0,11.05,5,0,0
T000928,B000928,refund_request,phone,high,G02006,H01277,L01810,5,9,1171.59,completed,none,2114,3,1,1,4596.09,1,0,0.716,0.084,98.8,2,4.34,Los Angeles,private_room,194.98,3.88,4.61,4.93,12,strict,1,0,1,0,0,-0.156,0.315,10.0,1,1,0,0.271,0,0.124,0,11.89,4,0,0
T000929,B000929,refund_request,email,low,G00279,H00232,L00344,6,1,671.28,cancelled,guest,2256,3,1,0,2221.28,1,1,0.732,0.065,64.9,5,4.91,Chicago,entire_home,93.3,4.64,4.15,4.61,12,strict,0,1,1,0,0,0.033,0.486,123.9,1,0,0,0.552,1,0.451,1,6.09,3,0,0
T000930,B000930,listing_not_as_described,chat,medium,G03668,H00805,L02547,4,39,731.94,completed,none,840,3,1,0,1480.98,1,0,0.855,0.153,145.7,2,4.33,Miami,entire_home,170.03,4.29,4.31,5.0,21,moderate,1,0,0,0,0,-1.0,0.306,20.5,1,0,0,0.413,1,0.294,0,35.42,4,0,1
T000931,B000931,policy_question,self_serve,medium,G03647,H00251,L02849,1,42,227.86,completed,none,704,12,3,0,1649.99,1,0,0.936,0.048,27.2,3,4.83,Boston,entire_home,225.51,4.95,4.46,4.82,17,moderate,0,0,0,0,0,0.17,0.359,49.4,2,0,0,0.278,0,0.125,1,7.36,5,0,0
T000932,B000932,checkin_problem,chat,low,G03315,H00120,L02490,8,42,961.63,completed,none,1847,8,1,2,1302.58,1,0,0.902,0.058,91.3,1,4.87,Los Angeles,entire_home,91.63,4.39,4.28,4.06,32,flexible,1,0,0,0,0,0.179,0.437,45.0,1,0,0,0.215,0,0.112,0,12.18,4,0,0
T000933,B000933,policy_question,self_serve,medium,G03781,H00837,L00751,4,12,972.14,completed,none,2308,2,3,1,871.23,1,1,0.822,0.071,238.8,0,4.85,Boston,entire_home,239.72,4.58,4.17,4.85,8,strict,0,0,1,0,0,-0.024,0.381,6.6,1,0,0,0.389,0,0.152,0,14.71,5,0,0
T000934,B000934,policy_question,chat,low,G00728,H00591,L02062,3,24,801.17,completed,none,2931,4,3,0,3883.23,1,1,0.89,0.094,159.7,2,4.47,Seattle,entire_home,222.7,4.5,4.73,4.31,7,moderate,0,0,0,0,0,-0.251,0.453,66.6,1,0,0,0.339,0,0.139,0,3.11,5,0,0
T000935,B000935,payment_problem,chat,low,G00972,H00470,L02737,8,3,2551.98,completed,none,2398,7,0,1,3428.08,1,0,0.866,0.036,101.3,4,4.42,San Francisco,entire_home,260.3,4.48,3.75,4.52,16,flexible,1,1,0,0,1,-0.623,0.575,50.1,1,0,0,0.569,1,0.363,0,4.89,4,0,0
T000936,B000936,listing_not_as_described,chat,low,G01254,H00114,L00949,8,30,1080.72,completed,none,2066,5,0,0,7132.31,1,0,0.821,0.068,62.7,2,4.6,San Francisco,entire_home,118.33,4.57,4.66,4.49,9,flexible,1,0,0,0,0,0.019,0.215,67.8,1,0,0,0.162,0,0.102,0,3.08,4,0,0
T000937,B000937,policy_question,chat,high,G03856,H00948,L00172,8,4,2922.46,completed,none,1526,2,1,1,1753.86,1,1,0.875,0.022,36.7,1,4.69,Seattle,private_room,320.42,4.62,5.0,4.06,27,moderate,1,1,0,0,1,0.077,0.638,48.7,3,1,0,0.265,1,0.237,0,10.09,4,0,0
T000938,B000938,listing_not_as_described,chat,low,G00270,H00844,L01999,3,0,274.93,completed,none,2050,3,2,1,2849.98,0,0,0.818,0.062,174.0,1,4.89,Austin,entire_home,81.89,4.94,4.14,4.54,9,moderate,1,1,0,0,0,-1.0,0.478,10.3,2,0,0,0.546,0,0.197,0,3.85,5,0,0
T000939,B000939,policy_question,phone,low,G01804,H00974,L02494,7,43,2466.82,completed,none,2947,5,0,0,2934.61,1,0,0.907,0.01,68.2,3,4.76,San Francisco,private_room,306.29,4.84,4.19,4.24,11,moderate,0,0,0,0,1,0.316,0.599,59.3,3,1,0,0.14,1,0.195,0,7.05,4,0,0
T000940,B000940,policy_question,phone,low,G01909,H00370,L00733,8,32,585.97,completed,none,14,11,0,0,3185.55,1,0,0.897,0.082,38.6,2,4.56,San Francisco,entire_home,56.98,4.52,4.4,4.48,16,flexible,1,0,0,0,0,-0.561,0.132,18.5,2,0,0,0.3,0,0.13,0,9.66,5,0,0
T000941,B000941,payment_problem,chat,low,G03535,H00738,L01736,4,16,457.63,active,none,1842,6,0,0,2183.6,1,0,0.826,0.021,115.0,5,4.2,Los Angeles,entire_home,108.18,4.55,4.77,4.53,24,moderate,0,0,0,0,0,0.069,0.425,52.8,1,0,0,0.195,0,0.108,0,2.09,5,0,0
T000942,B000942,refund_request,phone,low,G03207,H01417,L01162,4,2,714.1,completed,none,840,3,1,2,1291.64,1,0,0.775,0.082,143.7,2,4.27,Nashville,private_room,149.66,4.52,4.59,4.44,15,flexible,0,1,0,0,0,-0.009,0.628,12.2,5,0,0,0.401,0,0.155,0,12.19,4,0,0
T000943,B000943,checkin_problem,chat,low,G00549,H00914,L01304,2,11,552.14,completed,none,2809,3,1,0,2268.37,1,0,0.807,0.215,184.8,1,4.97,New York,entire_home,223.34,4.42,4.66,4.77,6,moderate,1,0,0,0,0,0.043,0.274,11.1,5,1,0,0.144,1,0.196,1,16.77,3,0,0
T000944,B000944,refund_request,chat,low,G02696,H00748,L01060,1,2,133.06,completed,none,647,5,1,0,1908.55,1,0,0.865,0.057,104.5,2,4.63,Miami,entire_home,118.2,4.55,3.62,4.1,4,strict,1,1,1,0,0,-0.942,0.662,36.0,3,0,1,0.668,1,0.41,0,8.65,4,0,0
T000945,B000945,safety_issue,phone,medium,G03445,H00030,L02449,1,40,230.7,completed,none,2715,6,1,1,4391.16,1,1,0.756,0.027,440.9,4,4.74,San Francisco,entire_home,194.09,5.0,4.24,4.16,7,flexible,1,0,0,0,0,-0.822,0.892,51.4,4,0,0,0.784,0,0.615,1,19.08,4,0,0
T000946,B000946,checkin_problem,chat,medium,G01346,H00189,L00950,1,4,135.02,completed,none,2574,6,1,1,3861.74,1,0,0.798,0.014,173.0,2,4.51,Seattle,hotel_room,147.86,4.53,4.66,4.85,16,strict,1,1,1,0,0,0.165,0.399,94.8,2,1,0,0.258,0,0.17,1,40.67,4,0,1
T000947,B000947,host_cancellation,email,medium,G01319,H01248,L00395,7,37,1747.27,completed,none,1940,3,3,0,2941.27,0,0,0.707,0.066,266.9,3,4.71,Los Angeles,entire_home,218.52,4.66,3.92,4.32,18,flexible,0,0,0,0,1,-0.576,0.737,21.7,1,1,1,0.694,1,0.423,1,6.6,3,0,0
T000948,B000948,refund_request,self_serve,low,G03898,H00441,L02433,3,42,631.75,completed,none,822,3,3,0,2438.94,1,1,0.821,0.015,398.7,5,4.76,New York,entire_home,187.87,4.77,4.35,4.8,8,flexible,1,0,0,0,0,-0.492,0.299,31.7,1,0,0,0.438,0,0.165,0,2.59,5,0,0
T000949,B000949,refund_request,phone,medium,G01036,H00359,L02176,1,34,227.69,completed,none,2220,3,0,0,2083.43,1,1,0.95,0.042,120.1,2,4.69,Austin,entire_home,199.68,4.4,4.61,4.9,6,flexible,1,0,0,0,0,0.269,0.38,29.4,2,1,0,0.092,0,0.09,0,9.36,5,0,0
T000950,B000950,host_cancellation,self_serve,low,G00298,H00307,L00272,5,29,977.69,completed,none,1920,9,0,0,946.37,1,1,0.69,0.035,11.0,2,4.82,Seattle,entire_home,175.54,4.37,4.69,4.57,23,moderate,1,0,0,0,0,-0.7,0.683,21.2,2,1,0,0.679,0,0.242,0,6.77,5,0,0
T000951,B000951,checkin_problem,phone,medium,G03149,H00795,L01303,6,39,939.67,cancelled,guest,896,7,2,0,2550.18,0,1,0.756,0.044,47.6,0,4.48,Nashville,entire_home,140.57,4.93,4.89,4.97,7,flexible,0,0,0,0,0,-0.038,0.608,20.5,1,0,0,0.261,0,0.122,0,13.16,4,0,0
T000952,B000952,safety_issue,chat,low,G02658,H01058,L02212,1,2,176.05,completed,none,781,8,0,0,654.78,1,1,0.787,0.093,271.2,2,4.65,Denver,entire_home,156.96,4.72,4.03,5.0,19,moderate,0,1,0,0,0,-0.526,0.797,34.7,2,1,1,0.72,0,0.584,0,24.43,4,0,1
T000953,B000953,refund_request,self_serve,medium,G03485,H01097,L02595,2,7,194.45,active,none,1065,7,3,0,1597.0,0,1,0.932,0.09,282.4,1,4.71,San Francisco,entire_home,96.44,4.41,4.65,4.61,12,moderate,0,1,0,0,0,-0.028,0.592,31.2,5,0,0,0.515,0,0.187,0,11.52,5,0,0
T000954,B000954,refund_request,chat,low,G00115,H01344,L02204,3,41,269.42,completed,none,201,9,4,0,3577.57,0,0,0.565,0.108,141.0,2,4.26,Seattle,entire_home,75.98,4.63,4.41,4.38,15,moderate,1,0,0,0,0,-0.115,0.25,73.6,1,0,0,0.384,0,0.15,0,4.22,5,0,0
T000955,B000955,refund_request,chat,medium,G00084,H00969,L02987,3,7,461.7,completed,none,2768,6,5,0,3513.48,1,0,0.889,0.041,2.7,1,4.53,Miami,private_room,151.31,4.56,4.77,4.18,19,moderate,0,1,0,0,0,-0.682,0.384,8.5,3,0,0,0.615,1,0.385,0,14.25,4,0,0
T000956,B000956,host_cancellation,chat,medium,G02699,H00907,L01235,1,15,148.75,cancelled,guest,1760,4,0,1,2335.03,1,0,0.597,0.156,65.4,0,4.49,Boston,entire_home,122.82,4.56,4.51,4.34,19,strict,1,0,1,0,0,-0.47,0.549,16.5,2,1,1,0.674,1,0.413,0,6.25,4,0,0
T000957,B000957,host_cancellation,chat,medium,G02904,H00969,L01074,1,17,139.62,completed,none,985,6,0,1,2180.6,1,0,0.889,0.041,2.7,1,4.53,Boston,hotel_room,135.91,4.58,4.68,5.0,16,flexible,0,0,0,0,0,-0.919,0.367,19.6,4,0,0,0.559,0,0.201,0,5.23,4,0,0
T000958,B000958,policy_question,phone,low,G00429,H01209,L00941,4,8,1506.23,completed,none,877,4,2,1,5209.7,1,0,0.819,0.076,242.4,2,4.78,Los Angeles,entire_home,311.34,4.66,3.98,4.97,10,flexible,1,0,0,0,0,-0.529,0.292,17.7,4,0,0,0.356,0,0.143,0,5.5,5,0,0
T000959,B000959,checkin_problem,email,low,G02579,H01210,L02669,9,36,1603.02,cancelled,host,2177,7,0,0,2983.62,1,1,0.8,0.144,179.5,1,4.64,San Francisco,entire_home,168.44,4.05,4.06,4.27,8,flexible,1,0,0,1,1,0.039,0.417,89.0,1,0,1,0.252,0,0.12,0,4.97,4,0,0
T000960,B000960,policy_question,chat,medium,G02871,H00265,L01270,3,40,654.98,completed,none,2029,6,0,0,2580.64,1,0,0.94,0.087,206.8,1,4.9,Miami,entire_home,189.89,4.71,4.91,4.14,12,moderate,0,0,0,0,0,0.752,0.367,4.3,2,1,0,0.109,0,0.093,0,7.07,5,0,0
T000961,B000961,listing_not_as_described,phone,medium,G02165,H00479,L00559,1,6,196.3,active,none,2133,3,4,0,4045.29,1,0,0.88,0.082,226.3,2,4.63,Austin,entire_home,155.23,3.88,4.53,3.79,11,strict,1,1,1,0,0,-0.45,0.68,6.9,2,1,0,0.542,0,0.195,1,46.8,4,0,1
T000962,B000962,policy_question,chat,medium,G03333,H00213,L02709,3,24,495.91,completed,none,2262,7,0,0,2361.94,1,1,0.764,0.02,84.9,1,4.77,Miami,entire_home,134.68,4.6,4.77,4.11,8,moderate,1,0,0,0,0,0.724,0.174,17.2,2,0,0,0.136,0,0.097,0,2.03,5,0,0
T000963,B000963,host_cancellation,self_serve,low,G02747,H01262,L01048,7,11,949.87,cancelled,guest,2521,5,2,0,982.03,1,1,0.805,0.087,58.5,3,4.83,Seattle,entire_home,110.45,4.09,4.29,3.73,6,flexible,1,0,0,0,0,-0.784,0.616,9.5,3,0,1,0.608,1,0.381,0,34.67,4,0,1
T000964,B000964,host_cancellation,email,medium,G01403,H00787,L02888,7,8,1220.28,completed,none,2855,9,0,0,2675.68,1,0,0.879,0.084,59.3,0,4.72,Denver,private_room,180.21,4.47,4.52,4.71,8,moderate,1,0,0,0,0,-0.852,0.532,19.4,5,1,0,0.555,0,0.199,1,52.55,4,0,1
T000965,B000965,policy_question,phone,low,G00982,H01207,L01296,9,35,1982.97,completed,none,2596,4,1,0,1732.77,1,1,0.828,0.105,215.4,1,4.45,San Francisco,entire_home,201.0,4.91,4.51,4.58,9,flexible,0,0,0,0,1,0.315,0.727,152.7,1,0,0,0.338,1,0.349,0,7.97,4,0,0
T000966,B000966,policy_question,chat,low,G01172,H00659,L02262,8,10,1040.79,completed,none,1864,8,2,0,326.0,1,0,0.658,0.015,176.2,1,4.52,Austin,private_room,121.59,4.7,4.31,4.97,6,moderate,0,0,0,0,0,0.016,0.386,22.5,2,0,0,0.269,0,0.123,0,6.27,4,0,0
T000967,B000967,policy_question,phone,high,G02719,H00796,L02327,2,7,332.79,completed,none,2326,2,2,0,2410.75,1,0,0.848,0.09,175.3,1,5.0,Miami,entire_home,153.94,4.16,4.64,4.16,10,moderate,0,1,0,0,0,-0.213,0.621,26.1,1,0,0,0.403,1,0.29,0,7.31,3,0,0
T000968,B000968,payment_problem,email,high,G00889,H00863,L00489,1,12,206.73,completed,none,337,4,5,2,4081.4,1,0,0.805,0.056,44.3,4,4.38,Boston,entire_home,185.01,4.79,4.25,4.0,5,moderate,1,0,0,0,0,-0.446,0.445,12.7,2,1,0,0.213,0,0.112,1,16.53,5,0,0
T000969,B000969,policy_question,self_serve,low,G00771,H00265,L01294,5,5,1021.11,completed,none,1169,7,0,1,2096.39,1,0,0.94,0.087,206.8,1,4.9,Seattle,entire_home,184.09,4.77,4.59,4.35,6,flexible,0,1,0,0,0,-0.497,0.636,87.9,2,0,0,0.628,1,0.391,0,15.43,4,0,0
T000970,B000970,refund_request,chat,medium,G02983,H00833,L01276,1,21,170.95,completed,none,198,2,4,0,1808.22,0,1,0.819,0.052,103.8,1,5.0,Nashville,entire_home,151.66,3.59,4.33,4.96,4,flexible,1,0,0,0,0,0.057,0.273,24.0,1,0,0,0.252,0,0.12,0,13.63,4,0,0
T000971,B000971,listing_not_as_described,chat,low,G02745,H00425,L00940,1,30,142.91,completed,none,1856,6,1,0,3953.33,1,0,0.603,0.122,111.8,2,4.82,Seattle,entire_home,122.84,5.0,4.33,3.75,11,strict,0,0,1,0,0,-0.932,0.365,32.0,1,0,0,0.637,1,0.395,0,7.09,3,0,0
T000972,B000972,policy_question,self_serve,medium,G02513,H00206,L01025,8,31,1327.34,completed,none,422,2,2,0,1090.26,0,1,0.704,0.044,133.6,2,4.16,Los Angeles,entire_home,156.51,4.76,4.72,3.99,9,strict,0,0,1,0,0,-0.13,0.3,15.5,1,0,0,0.339,0,0.139,1,54.06,4,0,1
T000973,B000973,host_cancellation,self_serve,medium,G01183,H00425,L01801,9,12,1399.93,completed,none,1646,6,1,0,1585.72,1,0,0.603,0.122,111.8,2,4.82,New York,private_room,127.1,4.42,4.03,4.05,14,moderate,0,0,0,0,0,0.765,0.493,47.3,5,1,0,0.469,1,0.318,0,11.78,4,0,0
T000974,B000974,payment_problem,email,medium,G03374,H00717,L02238,2,44,447.94,completed,none,1387,9,0,0,452.58,0,0,0.858,0.108,31.5,1,4.55,Seattle,entire_home,188.68,5.0,4.08,4.22,7,moderate,1,0,0,0,0,-0.654,0.378,51.2,1,0,0,0.412,1,0.294,1,5.08,3,0,0
T000975,B000975,host_cancellation,chat,medium,G03049,H01178,L02316,1,40,468.62,completed,none,8,4,1,0,2169.83,1,0,0.814,0.043,69.7,2,5.0,Denver,private_room,388.82,4.83,3.62,4.3,15,moderate,0,0,0,0,0,-0.551,0.617,15.8,2,1,0,0.561,0,0.201,1,15.66,4,0,0
T000976,B000976,host_cancellation,email,low,G03891,H01208,L01946,2,35,447.53,completed,none,1828,7,1,2,1992.06,1,0,0.889,0.027,173.8,3,4.57,Boston,private_room,186.29,4.6,4.29,4.12,11,moderate,1,0,0,0,0,-0.742,0.523,11.6,3,1,1,0.434,1,0.303,0,16.88,3,0,0
T000977,B000977,refund_request,self_serve,medium,G02384,H00494,L00451,1,37,114.38,active,none,1013,10,1,3,940.03,1,1,0.569,0.022,263.4,5,4.69,Denver,entire_home,105.48,4.53,4.29,4.81,14,moderate,1,0,0,0,0,-0.005,0.288,2.3,2,0,0,0.241,1,0.228,0,6.0,3,0,0
T000978,B000978,policy_question,chat,low,G00040,H00949,L00211,5,38,1649.66,completed,none,2880,6,1,0,1558.32,1,0,0.781,0.095,48.1,2,4.51,Boston,entire_home,254.34,4.35,4.18,4.49,5,moderate,1,0,0,0,1,0.106,0.589,32.3,1,0,0,0.282,0,0.126,1,10.62,5,0,0
T000979,B000979,checkin_problem,chat,low,G02779,H01331,L00239,4,8,1294.93,completed,none,2584,6,0,0,1874.47,0,1,0.88,0.015,137.4,3,4.66,Los Angeles,private_room,271.97,4.75,4.66,4.48,29,moderate,1,0,0,0,0,0.216,0.126,51.2,2,0,0,0.125,0,0.095,0,10.67,5,0,0
T000980,B000980,refund_request,chat,medium,G02460,H01235,L00512,9,5,1103.81,completed,none,1604,2,3,0,1381.41,1,0,0.73,0.079,150.4,2,4.52,Seattle,entire_home,106.28,4.53,5.0,4.78,8,flexible,0,1,0,0,0,0.103,0.504,70.3,1,1,0,0.493,0,0.18,1,33.95,4,0,1
T000981,B000981,checkin_problem,chat,medium,G00842,H00918,L02858,8,15,1975.96,completed,none,43,5,1,0,2259.56,1,1,0.843,0.046,46.4,3,4.17,Seattle,entire_home,227.59,4.76,4.41,5.0,5,flexible,1,0,0,0,1,-0.111,0.156,64.9,1,0,0,0.141,0,0.098,0,8.33,5,0,0
T000982,B000982,host_cancellation,phone,low,G01356,H01378,L00959,8,3,674.89,active,none,442,5,0,0,1044.97,1,0,0.781,0.04,67.5,2,4.77,Austin,private_room,71.79,4.46,4.5,4.1,6,moderate,1,1,0,0,0,-0.912,0.733,71.6,6,0,1,0.675,0,0.24,0,25.08,4,0,1
T000983,B000983,policy_question,self_serve,medium,G01829,H01382,L01888,6,11,1218.36,cancelled,guest,1344,2,0,1,1391.42,1,1,0.883,0.044,29.1,3,4.39,San Francisco,entire_home,178.95,4.28,4.43,4.68,20,moderate,1,0,0,0,0,-0.5,0.334,37.9,1,0,0,0.352,0,0.142,0,9.44,4,0,0
T000984,B000984,checkin_problem,chat,low,G03837,H01177,L01198,5,19,735.11,completed,none,906,8,3,0,1053.84,1,0,0.843,0.06,66.5,2,4.39,Los Angeles,private_room,122.48,4.9,4.27,4.07,8,moderate,1,0,0,0,0,-0.403,0.362,42.3,1,1,0,0.186,0,0.106,0,28.5,4,0,1
T000985,B000985,policy_question,chat,medium,G01621,H00183,L02154,3,-2,813.41,completed,none,1561,3,0,0,546.23,1,0,0.803,0.07,90.7,5,4.38,Seattle,entire_home,236.29,3.72,4.39,4.56,7,moderate,0,1,0,0,0,-0.663,0.727,13.9,1,1,0,0.553,1,0.356,0,21.59,4,0,0
