ticket_id,booking_id,issue_category,contact_channel,priority_initial
T002743,B002743,payment_problem,phone,medium
T002744,B002744,listing_not_as_described,chat,low
T002745,B002745,listing_not_as_described,email,medium
T002746,B002746,policy_question,email,medium
T002747,B002747,policy_question,self_serve,low
T002748,B002748,host_cancellation,chat,medium
T002749,B002749,host_cancellation,email,low
T002750,B002750,refund_request,chat,low
T002751,B002751,refund_request,chat,low
T002752,B002752,refund_request,chat,high
T002753,B002753,refund_request,chat,low
T002754,B002754,refund_request,chat,medium
T002755,B002755,listing_not_as_described,chat,low
T002756,B002756,payment_problem,chat,medium
T002757,B002757,payment_problem,chat,medium
T002758,B002758,host_cancellation,chat,medium
T002759,B002759,host_cancellation,phone,low
T002760,B002760,refund_request,chat,low
T002761,B002761,checkin_problem,email,medium
T002762,B002762,listing_not_as_described,chat,medium
T002763,B002763,safety_issue,chat,low
T002764,B002764,policy_question,phone,high
T002765,B002765,payment_problem,phone,low
T002766,B002766,host_cancellation,chat,medium
T002767,B002767,refund_request,phone,low
T002768,B002768,listing_not_as_described,chat,low
T002769,B002769,checkin_problem,chat,low
T002770,B002770,policy_question,chat,high
T002771,B002771,checkin_problem,chat,high
T002772,B002772,checkin_problem,chat,low
T002773,B002773,listing_not_as_described,email,high
T002774,B002774,host_cancellation,email,low
T002775,B002775,refund_request,email,medium
T002776,B002776,refund_request,chat,low
T002777,B002777,listing_not_as_described,email,medium
T002778,B002778,listing_not_as_described,chat,low
T002779,B002779,payment_problem,chat,medium
T002780,B002780,policy_question,chat,medium
T002781,B002781,payment_problem,chat,high
T002782,B002782,safety_issue,phone,medium
T002783,B002783,checkin_problem,chat,medium
T002784,B002784,host_cancellation,chat,low
T002785,B002785,checkin_problem,email,low
T002786,B002786,refund_request,chat,medium
T002787,B002787,listing_not_as_described,email,high
T002788,B002788,payment_problem,chat,medium
T002789,B002789,listing_not_as_described,chat,low
T002790,B002790,listing_not_as_described,chat,medium
T002791,B002791,policy_question,phone,low
T002792,B002792,payment_problem,chat,medium
T002793,B002793,refund_request,chat,medium
T002794,B002794,refund_request,email,low
T002795,B002795,payment_problem,email,medium
T002796,B002796,policy_question,chat,low
T002797,B002797,policy_question,phone,low
T002798,B002798,refund_request,self_serve,medium
T002799,B002799,listing_not_as_described,chat,low
T002800,B002800,listing_not_as_described,phone,low
T002801,B002801,refund_request,chat,high
T002802,B002802,payment_problem,chat,medium
T002803,B002803,refund_request,phone,low
T002804,B002804,checkin_problem,phone,low
T002805,B002805,safety_issue,chat,medium
T002806,B002806,host_cancellation,self_serve,low
T002807,B002807,host_cancellation,phone,medium
T002808,B002808,refund_request,self_serve,low
T002809,B002809,host_cancellation,chat,medium
T002810,B002810,refund_request,self_serve,low
T002811,B002811,checkin_problem,self_serve,low
T002812,B002812,safety_issue,phone,medium
T002813,B002813,host_cancellation,phone,medium
T002814,B002814,checkin_problem,email,low
T002815,B002815,checkin_problem,phone,medium
T002816,B002816,refund_request,chat,medium
T002817,B002817,checkin_problem,chat,low
T002818,B002818,refund_request,email,medium
T002819,B002819,checkin_problem,email,low
T002820,B002820,policy_question,chat,medium
T002821,B002821,listing_not_as_described,chat,medium
T002822,B002822,host_cancellation,phone,low
T002823,B002823,host_cancellation,phone,medium
T002824,B002824,safety_issue,chat,low
T002825,B002825,listing_not_as_described,email,high
T002826,B002826,safety_issue,chat,medium
T002827,B002827,policy_question,chat,low
T002828,B002828,policy_question,chat,high
T002829,B002829,policy_question,chat,medium
T002830,B002830,host_cancellation,chat,medium
T002831,B002831,checkin_problem,chat,low
T002832,B002832,checkin_problem,phone,low
T002833,B002833,refund_request,chat,low
T002834,B002834,safety_issue,chat,low
T002835,B002835,refund_request,chat,medium
T002836,B002836,payment_problem,self_serve,medium
T002837,B002837,host_cancellation,chat,low
T002838,B002838,refund_request,phone,low
T002839,B002839,refund_request,chat,low
T002840,B002840,listing_not_as_described,email,medium
T002841,B002841,listing_not_as_described,chat,low
T002842,B002842,checkin_problem,chat,low
T002843,B002843,listing_not_as_described,chat,high
T002844,B002844,payment_problem,chat,high
T002845,B002845,refund_request,email,low
T002846,B002846,listing_not_as_described,phone,medium
T002847,B002847,host_cancellation,chat,low
T002848,B002848,refund_request,chat,medium
T002849,B002849,policy_question,chat,low
T002850,B002850,refund_request,chat,medium
T002851,B002851,policy_question,email,medium
T002852,B002852,host_cancellation,phone,medium
T002853,B002853,listing_not_as_described,phone,low
T002854,B002854,policy_question,chat,medium
T002855,B002855,payment_problem,email,medium
T002856,B002856,checkin_problem,chat,medium
T002857,B002857,payment_problem,email,medium
T002858,B002858,refund_request,chat,low
T002859,B002859,refund_request,chat,medium
T002860,B002860,policy_question,self_serve,medium
T002861,B002861,checkin_problem,phone,high
T002862,B002862,safety_issue,chat,low
T002863,B002863,policy_question,chat,low
T002864,B002864,policy_question,email,low
T002865,B002865,host_cancellation,email,low
T002866,B002866,refund_request,chat,medium
T002867,B002867,host_cancellation,chat,medium
T002868,B002868,refund_request,chat,medium
T002869,B002869,host_cancellation,email,low
T002870,B002870,policy_question,email,medium
T002871,B002871,refund_request,phone,high
T002872,B002872,checkin_problem,chat,high
T002873,B002873,policy_question,email,medium
T002874,B002874,payment_problem,phone,medium
T002875,B002875,host_cancellation,chat,low
T002876,B002876,host_cancellation,chat,medium
T002877,B002877,host_cancellation,email,low
T002878,B002878,host_cancellation,chat,low
T002879,B002879,listing_not_as_described,chat,low
T002880,B002880,policy_question,phone,low
T002881,B002881,listing_not_as_described,chat,medium
T002882,B002882,refund_request,email,medium
T002883,B002883,refund_request,email,medium
T002884,B002884,policy_question,phone,medium
T002885,B002885,listing_not_as_described,email,low
T002886,B002886,payment_problem,chat,medium
T002887,B002887,refund_request,email,medium
T002888,B002888,host_cancellation,chat,low
T002889,B002889,checkin_problem,chat,low
T002890,B002890,host_cancellation,email,medium
T002891,B002891,refund_request,phone,low
T002892,B002892,host_cancellation,chat,medium
T002893,B002893,listing_not_as_described,self_serve,high
T002894,B002894,safety_issue,chat,low
T002895,B002895,refund_request,phone,low
T002896,B002896,policy_question,chat,medium
T002897,B002897,refund_request,self_serve,medium
T002898,B002898,checkin_problem,chat,medium
T002899,B002899,policy_question,phone,medium
T002900,B002900,listing_not_as_described,email,high
T002901,B002901,policy_question,email,low
T002902,B002902,listing_not_as_described,chat,low
T002903,B002903,host_cancellation,email,medium
T002904,B002904,host_cancellation,email,medium
T002905,B002905,payment_problem,email,high
T002906,B002906,policy_question,phone,medium
T002907,B002907,payment_problem,phone,medium
T002908,B002908,policy_question,chat,low
T002909,B002909,host_cancellation,phone,high
T002910,B002910,checkin_problem,chat,medium
T002911,B002911,refund_request,self_serve,medium
T002912,B002912,refund_request,email,medium
T002913,B002913,refund_request,phone,low
T002914,B002914,policy_question,chat,low
T002915,B002915,host_cancellation,chat,medium
T002916,B002916,host_cancellation,chat,medium
T002917,B002917,payment_problem,phone,low
T002918,B002918,refund_request,chat,low
T002919,B002919,checkin_problem,phone,high
T002920,B002920,listing_not_as_described,phone,low
T002921,B002921,payment_problem,self_serve,high
T002922,B002922,listing_not_as_described,chat,high
T002923,B002923,checkin_problem,chat,low
T002924,B002924,policy_question,chat,low
T002925,B002925,policy_question,phone,low
T002926,B002926,host_cancellation,chat,low
T002927,B002927,host_cancellation,chat,low
T002928,B002928,checkin_problem,self_serve,medium
T002929,B002929,refund_request,phone,low
T002930,B002930,policy_question,chat,low
T002931,B002931,host_cancellation,email,medium
T002932,B002932,payment_problem,self_serve,medium
T002933,B002933,payment_problem,phone,low
T002934,B002934,refund_request,self_serve,medium
T002935,B002935,listing_not_as_described,self_serve,low
T002936,B002936,checkin_problem,chat,medium
T002937,B002937,safety_issue,email,medium
T002938,B002938,policy_question,phone,low
T002939,B002939,policy_question,email,high
T002940,B002940,payment_problem,email,medium
T002941,B002941,listing_not_as_described,chat,high
T002942,B002942,policy_question,chat,medium
T002943,B002943,payment_problem,phone,medium
T002944,B002944,host_cancellation,chat,high
T002945,B002945,listing_not_as_described,phone,medium
T002946,B002946,host_cancellation,chat,low
T002947,B002947,refund_request,chat,medium
T002948,B002948,refund_request,email,low
T002949,B002949,refund_request,self_serve,high
T002950,B002950,listing_not_as_described,chat,high
T002951,B002951,refund_request,chat,high
T002952,B002952,payment_problem,phone,high
T002953,B002953,payment_problem,self_serve,medium
T002954,B002954,host_cancellation,chat,high
T002955,B002955,host_cancellation,chat,low
T002956,B002956,host_cancellation,email,medium
T002957,B002957,listing_not_as_described,chat,low
T002958,B002958,host_cancellation,chat,medium
T002959,B002959,refund_request,email,medium
T002960,B002960,host_cancellation,chat,medium
T002961,B002961,refund_request,chat,low
T002962,B002962,payment_problem,phone,high
T002963,B002963,payment_problem,chat,medium
T002964,B002964,listing_not_as_described,self_serve,high
T002965,B002965,host_cancellation,chat,low
T002966,B002966,safety_issue,email,low
T002967,B002967,host_cancellation,email,high
T002968,B002968,refund_request,email,medium
T002969,B002969,refund_request,email,medium
T002970,B002970,host_cancellation,email,medium
T002971,B002971,refund_request,phone,medium
T002972,B002972,policy_question,email,medium
T002973,B002973,checkin_problem,chat,low
T002974,B002974,refund_request,email,medium
T002975,B002975,payment_problem,chat,high
T002976,B002976,policy_question,email,medium
T002977,B002977,host_cancellation,email,low
T002978,B002978,policy_question,chat,medium
T002979,B002979,policy_question,email,low
T002980,B002980,listing_not_as_described,email,medium
T002981,B002981,refund_request,chat,medium
T002982,B002982,refund_request,chat,medium
T002983,B002983,safety_issue,chat,low
T002984,B002984,policy_question,self_serve,medium
T002985,B002985,refund_request,chat,low
T002986,B002986,host_cancellation,phone,low
T002987,B002987,listing_not_as_described,phone,low
T002988,B002988,checkin_problem,email,medium
T002989,B002989,refund_request,chat,low
T002990,B002990,host_cancellation,phone,low
T002991,B002991,policy_question,chat,medium
T002992,B002992,safety_issue,phone,low
T002993,B002993,safety_issue,phone,medium
T002994,B002994,policy_question,chat,medium
T002995,B002995,policy_question,phone,medium
T002996,B002996,checkin_problem,email,low
T002997,B002997,refund_request,chat,high
T002998,B002998,policy_question,chat,medium
T002999,B002999,host_cancellation,email,medium
T003000,B003000,payment_problem,email,low
T003001,B003001,listing_not_as_described,phone,high
T003002,B003002,policy_question,chat,low
T003003,B003003,checkin_problem,email,medium
T003004,B003004,listing_not_as_described,email,medium
T003005,B003005,refund_request,email,medium
T003006,B003006,policy_question,phone,low
T003007,B003007,payment_problem,self_serve,high
T003008,B003008,listing_not_as_described,chat,high
T003009,B003009,checkin_problem,email,medium
T003010,B003010,host_cancellation,phone,low
T003011,B003011,checkin_problem,email,low
T003012,B003012,refund_request,chat,low
T003013,B003013,payment_problem,chat,low
T003014,B003014,payment_problem,chat,medium
T003015,B003015,listing_not_as_described,phone,low
T003016,B003016,policy_question,phone,medium
T003017,B003017,payment_problem,chat,medium
T003018,B003018,host_cancellation,phone,low
T003019,B003019,refund_request,phone,medium
T003020,B003020,policy_question,self_serve,low
T003021,B003021,safety_issue,self_serve,high
T003022,B003022,refund_request,chat,low
T003023,B003023,refund_request,phone,medium
T003024,B003024,checkin_problem,self_serve,medium
T003025,B003025,listing_not_as_described,chat,medium
T003026,B003026,refund_request,phone,medium
T003027,B003027,payment_problem,phone,low
T003028,B003028,policy_question,phone,low
T003029,B003029,policy_question,chat,medium
T003030,B003030,payment_problem,chat,low
T003031,B003031,checkin_problem,phone,low
T003032,B003032,checkin_problem,email,medium
T003033,B003033,listing_not_as_described,chat,medium
T003034,B003034,policy_question,chat,medium
T003035,B003035,payment_problem,chat,medium
T003036,B003036,policy_question,chat,high
T003037,B003037,host_cancellation,phone,medium
T003038,B003038,policy_question,chat,high
T003039,B003039,refund_request,chat,low
T003040,B003040,policy_question,email,high
T003041,B003041,host_cancellation,phone,medium
T003042,B003042,host_cancellation,self_serve,medium
T003043,B003043,checkin_problem,phone,low
T003044,B003044,refund_request,chat,low
T003045,B003045,payment_problem,chat,medium
T003046,B003046,safety_issue,phone,low
T003047,B003047,refund_request,chat,medium
T003048,B003048,policy_question,self_serve,medium
T003049,B003049,policy_question,phone,medium
T003050,B003050,safety_issue,chat,medium
T003051,B003051,payment_problem,email,low
T003052,B003052,policy_question,email,medium
T003053,B003053,policy_question,phone,medium
T003054,B003054,policy_question,chat,medium
T003055,B003055,host_cancellation,phone,high
T003056,B003056,refund_request,chat,high
T003057,B003057,listing_not_as_described,phone,low
T003058,B003058,policy_question,chat,low
T003059,B003059,host_cancellation,chat,medium
T003060,B003060,policy_question,chat,medium
T003061,B003061,checkin_problem,phone,low
T003062,B003062,payment_problem,phone,low
T003063,B003063,payment_problem,email,medium
T003064,B003064,payment_problem,chat,low
T003065,B003065,host_cancellation,chat,low
T003066,B003066,payment_problem,self_serve,medium
T003067,B003067,payment_problem,self_serve,medium
T003068,B003068,host_cancellation,self_serve,medium
T003069,B003069,policy_question,email,low
T003070,B003070,host_cancellation,chat,medium
T003071,B003071,payment_problem,chat,low
T003072,B003072,checkin_problem,email,medium
T003073,B003073,refund_request,email,low
T003074,B003074,policy_question,chat,high
T003075,B003075,refund_request,chat,low
T003076,B003076,safety_issue,email,low
T003077,B003077,payment_problem,chat,low
T003078,B003078,host_cancellation,email,high
T003079,B003079,policy_question,phone,low
T003080,B003080,host_cancellation,self_serve,low
T003081,B003081,listing_not_as_described,chat,low
T003082,B003082,host_cancellation,self_serve,low
T003083,B003083,policy_question,chat,medium
T003084,B003084,policy_question,chat,medium
T003085,B003085,host_cancellation,phone,medium
T003086,B003086,payment_problem,self_serve,medium
T003087,B003087,listing_not_as_described,self_serve,medium
T003088,B003088,safety_issue,chat,low
T003089,B003089,payment_problem,self_serve,high
T003090,B003090,host_cancellation,chat,medium
T003091,B003091,policy_question,phone,medium
T003092,B003092,host_cancellation,email,medium
T003093,B003093,listing_not_as_described,chat,medium
T003094,B003094,refund_request,chat,medium
T003095,B003095,policy_question,chat,low
T003096,B003096,host_cancellation,email,high
T003097,B003097,payment_problem,self_serve,low
T003098,B003098,host_cancellation,chat,low
T003099,B003099,safety_issue,chat,low
T003100,B003100,refund_request,phone,low
T003101,B003101,refund_request,chat,medium
T003102,B003102,policy_question,chat,low
T003103,B003103,payment_problem,email,medium
T003104,B003104,checkin_problem,phone,low
T003105,B003105,policy_question,self_serve,medium
T003106,B003106,safety_issue,chat,medium
T003107,B003107,host_cancellation,email,low
T003108,B003108,payment_problem,phone,low
T003109,B003109,refund_request,chat,low
T003110,B003110,payment_problem,email,low
T003111,B003111,policy_question,email,high
T003112,B003112,listing_not_as_described,chat,high
T003113,B003113,listing_not_as_described,self_serve,low
T003114,B003114,listing_not_as_described,chat,medium
T003115,B003115,refund_request,chat,low
T003116,B003116,host_cancellation,email,medium
T003117,B003117,refund_request,chat,low
T003118,B003118,payment_problem,self_serve,high
T003119,B003119,checkin_problem,chat,high
T003120,B003120,listing_not_as_described,chat,low
T003121,B003121,safety_issue,chat,low
T003122,B003122,policy_question,chat,medium
T003123,B003123,payment_problem,phone,high
T003124,B003124,refund_request,chat,medium
T003125,B003125,listing_not_as_described,email,low
T003126,B003126,listing_not_as_described,chat,medium
T003127,B003127,policy_question,phone,low
T003128,B003128,checkin_problem,email,low
T003129,B003129,policy_question,phone,medium
T003130,B003130,payment_problem,phone,low
T003131,B003131,refund_request,chat,low
T003132,B003132,payment_problem,email,low
T003133,B003133,listing_not_as_described,email,high
T003134,B003134,host_cancellation,email,high
T003135,B003135,checkin_problem,chat,low
T003136,B003136,payment_problem,self_serve,low
T003137,B003137,policy_question,chat,medium
T003138,B003138,host_cancellation,chat,low
T003139,B003139,checkin_problem,phone,low
T003140,B003140,checkin_problem,chat,low
T003141,B003141,listing_not_as_described,self_serve,high
T003142,B003142,refund_request,self_serve,low
T003143,B003143,checkin_problem,self_serve,medium
T003144,B003144,host_cancellation,email,low
T003145,B003145,refund_request,chat,low
T003146,B003146,payment_problem,self_serve,medium
T003147,B003147,payment_problem,chat,medium
T003148,B003148,policy_question,chat,medium
T003149,B003149,refund_request,phone,high
T003150,B003150,host_cancellation,self_serve,medium
T003151,B003151,payment_problem,phone,medium
T003152,B003152,policy_question,phone,low
T003153,B003153,refund_request,phone,medium
T003154,B003154,host_cancellation,self_serve,low
T003155,B003155,checkin_problem,chat,low
T003156,B003156,refund_request,phone,medium
T003157,B003157,host_cancellation,email,medium
T003158,B003158,checkin_problem,chat,medium
T003159,B003159,listing_not_as_described,phone,medium
T003160,B003160,checkin_problem,chat,high
T003161,B003161,listing_not_as_described,chat,medium
T003162,B003162,policy_question,chat,low
T003163,B003163,policy_question,email,medium
T003164,B003164,policy_question,chat,low
T003165,B003165,refund_request,chat,high
T003166,B003166,checkin_problem,self_serve,medium
T003167,B003167,checkin_problem,chat,low
T003168,B003168,payment_problem,chat,high
T003169,B003169,host_cancellation,chat,medium
T003170,B003170,refund_request,phone,low
T003171,B003171,policy_question,chat,low
T003172,B003172,policy_question,chat,medium
T003173,B003173,host_cancellation,phone,low
T003174,B003174,safety_issue,email,low
T003175,B003175,checkin_problem,chat,medium
T003176,B003176,payment_problem,chat,medium
T003177,B003177,listing_not_as_described,email,low
T003178,B003178,payment_problem,email,medium
T003179,B003179,listing_not_as_described,chat,medium
T003180,B003180,host_cancellation,chat,low
T003181,B003181,refund_request,chat,medium
T003182,B003182,refund_request,phone,medium
T003183,B003183,host_cancellation,chat,medium
T003184,B003184,payment_problem,chat,medium
T003185,B003185,safety_issue,chat,medium
T003186,B003186,host_cancellation,email,medium
T003187,B003187,policy_question,email,low
T003188,B003188,listing_not_as_described,chat,low
T003189,B003189,safety_issue,email,low
T003190,B003190,host_cancellation,chat,low
T003191,B003191,payment_problem,phone,medium
T003192,B003192,listing_not_as_described,chat,low
T003193,B003193,refund_request,chat,low
T003194,B003194,refund_request,email,medium
T003195,B003195,refund_request,phone,low
T003196,B003196,payment_problem,chat,low
T003197,B003197,listing_not_as_described,chat,medium
T003198,B003198,policy_question,chat,low
T003199,B003199,payment_problem,email,low
T003200,B003200,refund_request,chat,low
T003201,B003201,refund_request,email,low
T003202,B003202,safety_issue,phone,low
T003203,B003203,host_cancellation,chat,medium
T003204,B003204,policy_question,chat,high
T003205,B003205,checkin_problem,chat,high
T003206,B003206,checkin_problem,phone,low
T003207,B003207,refund_request,phone,low
T003208,B003208,refund_request,chat,high
T003209,B003209,refund_request,chat,medium
T003210,B003210,policy_question,chat,low
T003211,B003211,policy_question,chat,medium
T003212,B003212,checkin_problem,chat,medium
T003213,B003213,host_cancellation,email,high
T003214,B003214,checkin_problem,chat,medium
T003215,B003215,checkin_problem,chat,low
T003216,B003216,policy_question,email,low
T003217,B003217,host_cancellation,email,medium
T003218,B003218,policy_question,chat,high
T003219,B003219,refund_request,phone,medium
T003220,B003220,safety_issue,chat,low
T003221,B003221,policy_question,chat,medium
T003222,B003222,host_cancellation,chat,medium
T003223,B003223,refund_request,chat,medium
T003224,B003224,host_cancellation,chat,medium
T003225,B003225,refund_request,email,medium
T003226,B003226,host_cancellation,chat,low
T003227,B003227,refund_request,phone,medium
T003228,B003228,host_cancellation,phone,medium
T003229,B003229,listing_not_as_described,chat,low
T003230,B003230,refund_request,chat,low
T003231,B003231,listing_not_as_described,phone,low
T003232,B003232,policy_question,chat,low
T003233,B003233,policy_question,email,low
T003234,B003234,policy_question,chat,low
T003235,B003235,checkin_problem,chat,low
T003236,B003236,host_cancellation,chat,medium
T003237,B003237,refund_request,self_serve,low
T003238,B003238,checkin_problem,email,low
T003239,B003239,refund_request,phone,low
T003240,B003240,refund_request,chat,medium
T003241,B003241,listing_not_as_described,chat,low
T003242,B003242,listing_not_as_described,self_serve,high
T003243,B003243,refund_request,email,low
T003244,B003244,policy_question,self_serve,low
T003245,B003245,policy_question,chat,low
T003246,B003246,checkin_problem,chat,medium
T003247,B003247,refund_request,chat,medium
T003248,B003248,refund_request,chat,medium
T003249,B003249,payment_problem,email,medium
T003250,B003250,host_cancellation,chat,medium
T003251,B003251,payment_problem,email,high
T003252,B003252,policy_question,phone,high
T003253,B003253,policy_question,phone,medium
T003254,B003254,payment_problem,self_serve,medium
T003255,B003255,checkin_problem,chat,low
T003256,B003256,refund_request,chat,high
T003257,B003257,policy_question,self_serve,low
T003258,B003258,host_cancellation,email,low
T003259,B003259,safety_issue,chat,low
T003260,B003260,host_cancellation,email,low
T003261,B003261,safety_issue,chat,low
T003262,B003262,refund_request,email,high
T003263,B003263,host_cancellation,phone,high
T003264,B003264,refund_request,chat,medium
T003265,B003265,refund_request,email,high
T003266,B003266,refund_request,chat,medium
T003267,B003267,refund_request,phone,low
T003268,B003268,checkin_problem,self_serve,low
T003269,B003269,policy_question,email,medium
T003270,B003270,refund_request,phone,medium
T003271,B003271,checkin_problem,phone,low
T003272,B003272,policy_question,chat,low
T003273,B003273,host_cancellation,chat,high
T003274,B003274,checkin_problem,chat,medium
T003275,B003275,payment_problem,chat,low
T003276,B003276,policy_question,chat,low
T003277,B003277,listing_not_as_described,chat,medium
T003278,B003278,host_cancellation,chat,medium
T003279,B003279,listing_not_as_described,email,medium
T003280,B003280,refund_request,self_serve,low
T003281,B003281,payment_problem,chat,low
T003282,B003282,listing_not_as_described,chat,medium
T003283,B003283,refund_request,email,medium
T003284,B003284,payment_problem,chat,medium
T003285,B003285,listing_not_as_described,self_serve,medium
T003286,B003286,host_cancellation,phone,medium
T003287,B003287,policy_question,chat,low
T003288,B003288,listing_not_as_described,phone,low
T003289,B003289,checkin_problem,chat,medium
T003290,B003290,refund_request,chat,low
T003291,B003291,refund_request,chat,low
T003292,B003292,policy_question,self_serve,medium
T003293,B003293,refund_request,chat,medium
T003294,B003294,payment_problem,email,low
T003295,B003295,checkin_problem,email,high
T003296,B003296,payment_problem,email,medium
T003297,B003297,safety_issue,email,medium
T003298,B003298,listing_not_as_described,phone,high
T003299,B003299,payment_problem,chat,medium
T003300,B003300,host_cancellation,self_serve,low
T003301,B003301,listing_not_as_described,phone,low
T003302,B003302,safety_issue,phone,high
T003303,B003303,policy_question,chat,low
T003304,B003304,refund_request,chat,medium
T003305,B003305,safety_issue,chat,medium
T003306,B003306,host_cancellation,email,low
T003307,B003307,safety_issue,email,medium
T003308,B003308,checkin_problem,chat,low
T003309,B003309,policy_question,email,high
T003310,B003310,refund_request,phone,low
T003311,B003311,policy_question,phone,low
T003312,B003312,checkin_problem,chat,medium
T003313,B003313,policy_question,phone,high
T003314,B003314,refund_request,email,high
T003315,B003315,refund_request,chat,low
T003316,B003316,payment_problem,chat,low
T003317,B003317,refund_request,chat,low
T003318,B003318,payment_problem,email,medium
T003319,B003319,refund_request,email,low
T003320,B003320,payment_problem,chat,medium
T003321,B003321,policy_question,chat,medium
T003322,B003322,refund_request,chat,low
T003323,B003323,listing_not_as_described,chat,medium
T003324,B003324,checkin_problem,chat,low
T003325,B003325,payment_problem,chat,medium
T003326,B003326,policy_question,chat,low
T003327,B003327,payment_problem,chat,medium
T003328,B003328,refund_request,chat,medium
T003329,B003329,refund_request,chat,low
T003330,B003330,policy_question,chat,low
T003331,B003331,listing_not_as_described,chat,medium
T003332,B003332,checkin_problem,self_serve,low
T003333,B003333,host_cancellation,chat,medium
T003334,B003334,listing_not_as_described,chat,medium
T003335,B003335,checkin_problem,chat,low
T003336,B003336,checkin_problem,email,medium
T003337,B003337,policy_question,email,low
T003338,B003338,listing_not_as_described,chat,low
T003339,B003339,checkin_problem,chat,low
T003340,B003340,policy_question,chat,low
T003341,B003341,policy_question,chat,medium
T003342,B003342,policy_question,self_serve,medium
T003343,B003343,payment_problem,phone,low
T003344,B003344,refund_request,phone,low
T003345,B003345,policy_question,email,medium
T003346,B003346,policy_question,email,low
T003347,B003347,checkin_problem,chat,medium
T003348,B003348,refund_request,email,high
T003349,B003349,refund_request,chat,medium
T003350,B003350,refund_request,self_serve,low
T003351,B003351,payment_problem,self_serve,medium
T003352,B003352,listing_not_as_described,chat,low
T003353,B003353,listing_not_as_described,phone,low
T003354,B003354,refund_request,self_serve,low
T003355,B003355,checkin_problem,email,low
T003356,B003356,policy_question,email,medium
T003357,B003357,listing_not_as_described,chat,medium
T003358,B003358,checkin_problem,chat,medium
T003359,B003359,host_cancellation,chat,low
T003360,B003360,refund_request,self_serve,low
T003361,B003361,checkin_problem,chat,low
T003362,B003362,refund_request,chat,low
T003363,B003363,checkin_problem,chat,high
T003364,B003364,host_cancellation,chat,high
T003365,B003365,listing_not_as_described,chat,medium
T003366,B003366,policy_question,chat,medium
T003367,B003367,host_cancellation,chat,low
T003368,B003368,safety_issue,email,medium
T003369,B003369,payment_problem,self_serve,high
T003370,B003370,policy_question,phone,medium
T003371,B003371,policy_question,chat,low
T003372,B003372,refund_request,chat,low
T003373,B003373,policy_question,email,low
T003374,B003374,payment_problem,chat,low
T003375,B003375,listing_not_as_described,chat,medium
T003376,B003376,checkin_problem,chat,high
T003377,B003377,checkin_problem,chat,low
T003378,B003378,policy_question,email,low
T003379,B003379,refund_request,chat,medium
T003380,B003380,host_cancellation,phone,low
T003381,B003381,payment_problem,phone,low
T003382,B003382,safety_issue,chat,low
T003383,B003383,payment_problem,chat,medium
T003384,B003384,checkin_problem,phone,medium
T003385,B003385,refund_request,self_serve,medium
T003386,B003386,payment_problem,chat,medium
T003387,B003387,checkin_problem,email,medium
T003388,B003388,checkin_problem,chat,high
T003389,B003389,checkin_problem,phone,low
T003390,B003390,host_cancellation,email,high
T003391,B003391,listing_not_as_described,chat,low
T003392,B003392,payment_problem,email,medium
T003393,B003393,listing_not_as_described,chat,low
T003394,B003394,safety_issue,chat,medium
T003395,B003395,refund_request,chat,low
T003396,B003396,checkin_problem,chat,low
T003397,B003397,listing_not_as_described,phone,medium
T003398,B003398,policy_question,phone,high
T003399,B003399,listing_not_as_described,email,low
T003400,B003400,policy_question,phone,medium
T003401,B003401,refund_request,phone,low
T003402,B003402,refund_request,email,low
T003403,B003403,listing_not_as_described,phone,low
T003404,B003404,payment_problem,email,medium
T003405,B003405,checkin_problem,chat,high
T003406,B003406,listing_not_as_described,chat,medium
T003407,B003407,policy_question,chat,low
T003408,B003408,policy_question,chat,low
T003409,B003409,host_cancellation,phone,low
T003410,B003410,payment_problem,chat,medium
T003411,B003411,listing_not_as_described,chat,high
T003412,B003412,refund_request,phone,medium
T003413,B003413,checkin_problem,email,low
T003414,B003414,host_cancellation,email,medium
T003415,B003415,refund_request,email,medium
T003416,B003416,refund_request,phone,high
T003417,B003417,listing_not_as_described,email,low
T003418,B003418,refund_request,email,low
T003419,B003419,payment_problem,self_serve,low
T003420,B003420,host_cancellation,chat,medium
T003421,B003421,listing_not_as_described,chat,medium
T003422,B003422,refund_request,chat,low
T003423,B003423,checkin_problem,chat,low
T003424,B003424,listing_not_as_described,chat,medium
T003425,B003425,safety_issue,phone,medium
T003426,B003426,policy_question,phone,high
T003427,B003427,refund_request,chat,high
T003428,B003428,listing_not_as_described,chat,low
T003429,B003429,policy_question,self_serve,medium
T003430,B003430,safety_issue,chat,medium
T003431,B003431,host_cancellation,chat,low
T003432,B003432,refund_request,self_serve,low
T003433,B003433,checkin_problem,email,low
T003434,B003434,host_cancellation,email,high
T003435,B003435,payment_problem,self_serve,high
T003436,B003436,host_cancellation,email,low
T003437,B003437,refund_request,phone,medium
T003438,B003438,checkin_problem,email,high
T003439,B003439,policy_question,chat,medium
T003440,B003440,policy_question,chat,medium
T003441,B003441,refund_request,chat,medium
T003442,B003442,checkin_problem,chat,low
T003443,B003443,safety_issue,chat,low
T003444,B003444,refund_request,chat,low
T003445,B003445,listing_not_as_described,chat,medium
T003446,B003446,listing_not_as_described,phone,medium
T003447,B003447,host_cancellation,chat,low
T003448,B003448,host_cancellation,phone,high
T003449,B003449,refund_request,self_serve,low
T003450,B003450,host_cancellation,phone,medium
T003451,B003451,host_cancellation,chat,high
