guest_id,guest_account_age_days,guest_past_bookings_count,guest_past_support_tickets_12m,guest_past_refund_requests_12m,guest_lifetime_booking_value,guest_id_verified
G00707,2724,10,2,0,2878.23,0
G00708,90,5,1,1,1586.6,1
G00709,2746,4,2,1,4956.6,1
G00710,540,4,1,2,1764.36,0
G00711,2780,7,1,0,646.25,1
G00712,869,3,0,0,3618.14,1
G00713,41,6,2,0,1388.68,1
G00714,740,2,1,0,1901.18,0
G00715,1947,4,1,0,1714.17,1
G00716,2550,4,3,0,3584.16,1
G00717,1225,4,2,0,2646.26,1
G00718,929,8,3,0,1171.09,1
G00719,2037,5,1,2,1145.87,1
G00720,2509,8,1,0,1052.06,1
G00721,2780,5,2,0,1805.48,1
G00722,2800,7,0,0,3857.34,1
G00723,925,8,1,0,2053.22,0
G00724,2957,3,1,0,4687.68,1
G00725,1582,4,0,0,2239.96,1
G00726,390,6,0,0,970.13,1
G00727,1618,4,1,1,811.77,1
G00728,2931,4,3,0,3883.23,1
G00729,256,6,2,0,3040.31,0
G00730,709,2,2,0,1428.99,1
G00731,1839,4,1,0,920.91,1
G00732,1945,2,1,2,1346.88,1
G00733,2498,8,0,0,3206.67,1
G00734,10,7,1,0,3783.52,1
G00735,2872,2,0,0,852.33,1
G00736,798,5,2,2,1187.22,1
G00737,877,6,1,0,5262.47,1
G00738,1029,7,2,1,3246.78,0
G00739,1016,7,1,0,1141.68,1
G00740,1825,7,1,0,1494.77,1
G00741,374,6,0,0,4544.02,1
G00742,2194,5,1,1,1705.51,1
G00743,224,5,0,0,1821.98,1
G00744,1263,8,2,0,1796.02,1
G00745,2225,7,1,0,1813.61,1
G00746,1803,4,0,1,3380.22,1
G00747,853,5,0,1,2600.28,1
G00748,63,8,0,0,3358.7,1
G00749,1241,5,0,1,1532.67,1
G00750,2875,2,2,0,488.31,1
G00751,2843,3,2,0,1653.78,1
G00752,689,7,0,0,1947.92,1
G00753,1485,3,0,1,2784.64,1
G00754,1634,8,1,0,1874.46,1
G00755,2153,1,2,0,1213.55,1
G00756,511,5,1,0,775.68,1
G00757,385,3,0,1,6587.71,1
G00758,405,5,1,0,3459.27,1
G00759,2871,5,0,0,2565.54,1
G00760,518,2,1,0,2330.01,1
G00761,476,7,1,0,1654.45,1
G00762,2001,2,2,0,2034.91,1
G00763,2757,4,1,0,1271.82,1
G00764,1669,5,2,1,2239.0,1
G00765,1894,4,1,0,3210.77,0
G00766,2819,4,1,0,1963.93,1
G00767,1461,5,0,0,623.66,1
G00768,2725,4,0,0,2867.26,1
G00769,714,4,4,2,2561.06,1
G00770,83,5,1,0,3581.66,1
G00771,1169,7,0,1,2096.39,1
G00772,2505,6,1,0,3383.9,1
G00773,1902,6,1,0,788.77,1
G00774,2049,8,1,0,1219.2,1
G00775,51,5,0,0,1854.25,1
G00776,685,2,1,0,2244.44,1
G00777,717,4,3,0,3501.94,1
G00778,1470,6,1,1,2565.35,0
G00779,449,3,0,1,1293.01,0
G00780,881,3,1,0,2950.95,1
G00781,488,5,2,0,1495.17,0
G00782,1824,5,1,1,1777.67,1
G00783,2082,6,2,0,3044.65,1
G00784,2143,2,0,0,1426.16,1
G00785,1575,6,0,2,2985.18,1
G00786,2202,4,3,1,827.25,1
G00787,250,3,2,0,1307.11,1
G00788,674,4,1,1,1245.81,1
G00789,438,2,1,0,1557.19,1
G00790,2166,6,2,1,1537.61,1
G00791,771,8,0,1,1269.24,1
G00792,268,5,4,0,1926.0,1
G00793,1985,6,0,0,733.98,1
G00794,1078,5,1,1,727.86,1
G00795,236,5,1,0,2738.63,0
G00796,389,6,2,0,1062.95,0
G00797,763,4,2,1,1673.17,1
G00798,1849,4,1,0,2273.38,1
G00799,2449,5,0,0,4942.56,0
G00800,624,5,0,0,2199.5,1
G00801,2815,4,2,0,3871.31,1
G00802,2967,4,1,0,2535.81,1
G00803,1253,7,2,1,5669.32,1
G00804,2901,5,0,0,3653.75,0
G00805,578,4,3,0,2250.32,1
G00806,2123,3,1,1,3004.44,1
G00807,435,9,1,2,1913.74,1
G00808,2151,6,0,0,1903.21,1
G00809,764,6,2,1,5518.99,1
G00810,2786,4,1,1,1086.36,1
G00811,2854,7,3,0,2131.32,1
G00812,1330,6,2,1,2670.97,1
G00813,2146,6,2,0,1703.84,1
G00814,2846,2,2,0,2752.4,1
G00815,1359,6,3,0,1906.74,1
G00816,2907,4,1,0,2979.78,1
G00817,2483,7,2,0,1128.44,1
G00818,447,8,3,0,1470.62,1
G00819,2018,6,2,1,1353.12,1
G00820,1332,3,1,1,874.55,1
G00821,249,4,0,0,4104.25,1
G00822,166,5,1,0,1619.61,1
G00823,1359,3,2,0,3537.31,1
G00824,1020,5,0,0,1681.7,1
G00825,542,8,1,1,2303.49,1
G00826,759,8,1,0,5157.94,1
G00827,2129,5,1,0,3568.11,1
G00828,2181,5,1,0,3579.16,1
G00829,797,8,2,0,1893.15,0
G00830,2948,5,0,1,1040.06,1
G00831,138,4,1,0,1237.48,1
G00832,2232,3,0,0,1899.2,1
G00833,1354,7,1,0,4534.33,1
G00834,2833,4,0,0,2737.81,1
G00835,1876,4,4,0,3694.19,1
G00836,69,5,0,1,2675.48,1
G00837,2594,3,1,1,1611.02,1
G00838,2101,5,0,2,1621.31,1
G00839,1474,4,1,0,2626.53,1
G00840,205,6,4,0,5268.63,1
G00841,2174,5,1,0,1910.68,1
G00842,43,5,1,0,2259.56,1
G00843,1907,2,2,0,1111.45,1
G00844,2159,5,0,0,3004.56,1
G00845,761,3,0,0,1863.63,1
G00846,2896,3,1,1,2444.88,1
G00847,2143,5,2,0,1634.89,1
G00848,1995,4,1,0,3614.02,0
G00849,1936,3,1,1,3248.5,1
G00850,900,4,1,0,1177.62,1
G00851,360,2,0,1,1041.04,1
G00852,2948,6,0,0,2040.01,0
G00853,1720,7,1,0,1516.8,1
G00854,281,3,2,2,2653.29,1
G00855,1888,5,1,1,3075.01,1
G00856,667,4,2,1,5754.06,1
G00857,93,6,0,1,1998.56,1
G00858,672,6,0,1,920.21,1
G00859,1970,2,1,0,1670.37,0
G00860,61,2,0,0,898.72,0
G00861,2682,5,0,0,1444.34,1
G00862,1029,2,1,0,2459.44,1
G00863,1490,7,2,1,2110.45,1
G00864,604,4,1,2,2905.47,1
G00865,682,5,1,0,1681.51,1
G00866,2582,7,2,0,815.33,1
G00867,1429,5,2,0,4960.41,0
G00868,2886,7,0,0,1794.02,1
G00869,2693,1,0,0,414.82,1
G00870,2281,3,1,0,2325.88,1
G00871,524,4,0,0,2587.82,1
G00872,2394,9,1,0,769.37,1
G00873,2594,4,0,0,2020.09,1
G00874,1969,5,0,1,2624.14,0
G00875,1102,6,0,0,3527.1,1
G00876,1754,6,2,0,3815.53,1
G00877,1837,3,4,1,2844.81,1
G00878,2842,3,1,0,3441.65,1
G00879,2297,5,0,0,3514.91,0
G00880,2095,7,2,2,2553.64,1
G00881,1145,6,2,1,4282.78,1
G00882,2262,6,2,0,4094.59,1
G00883,2287,4,0,0,330.36,1
G00884,1080,7,0,0,763.03,1
G00885,2398,4,1,2,2539.93,1
G00886,107,8,1,0,2092.65,1
G00887,2879,5,1,0,1282.02,0
G00888,48,5,2,0,2524.97,1
G00889,337,4,5,2,4081.4,1
G00890,1050,5,0,0,1678.57,1
G00891,2852,2,3,1,1901.87,1
G00892,1281,3,1,1,2580.32,1
G00893,2056,7,1,0,2858.73,1
G00894,625,5,1,0,2732.28,1
G00895,1891,6,1,0,698.38,1
G00896,1277,7,3,0,4851.33,1
G00897,1716,2,0,1,2989.17,1
G00898,2767,7,1,0,6755.66,1
G00899,303,5,0,0,2970.15,1
G00900,639,5,2,2,1529.87,1
G00901,56,7,0,2,2258.66,1
G00902,726,6,2,0,1538.46,1
G00903,526,5,0,0,3568.37,1
G00904,474,0,1,0,2936.33,0
G00905,28,7,2,1,3006.61,1
G00906,2126,5,2,1,911.3,1
G00907,365,5,2,0,4849.58,1
G00908,2714,6,1,1,3140.5,1
G00909,526,8,0,0,400.23,1
G00910,2747,4,2,0,2272.3,0
G00911,1336,6,1,0,3090.3,1
G00912,883,4,0,1,2333.63,1
G00913,1031,1,0,1,4275.28,1
G00914,1027,3,0,1,1586.24,1
G00915,1647,4,1,0,2677.4,1
G00916,919,5,2,1,1485.56,1
G00917,2798,4,4,0,1711.98,1
G00918,2411,5,0,0,473.57,0
G00919,1775,2,2,0,2268.66,1
G00920,1532,2,2,2,1794.5,1
G00921,2854,5,1,1,2883.36,1
G00922,2787,5,3,0,3325.42,0
G00923,1907,5,1,0,879.77,1
G00924,1216,6,1,0,1491.88,1
G00925,1655,4,2,0,2139.79,1
G00926,485,9,1,0,4239.66,1
G00927,2076,7,1,1,1635.52,1
G00928,714,2,1,0,270.62,1
G00929,1063,3,1,0,3934.85,1
G00930,1977,4,1,0,2743.55,1
G00931,1297,6,1,0,2832.11,0
G00932,1255,7,4,0,3804.12,1
G00933,2134,4,1,0,2491.42,1
G00934,126,5,2,0,4428.1,1
G00935,2860,5,1,2,3140.6,1
G00936,537,3,0,0,2947.14,1
G00937,2193,3,0,0,1300.03,1
G00938,2073,7,1,1,1101.97,1
G00939,1604,3,2,0,4084.35,1
G00940,67,8,2,0,1061.87,1
G00941,233,8,2,1,4962.48,1
G00942,2157,5,0,0,3606.43,1
G00943,1170,5,1,0,1869.11,1
G00944,2159,3,0,0,1694.84,1
G00945,2276,3,2,2,1786.12,1
G00946,111,6,1,0,1187.04,1
G00947,1494,5,0,1,3232.88,1
G00948,2082,4,0,0,3070.77,1
G00949,623,6,0,1,2145.11,1
G00950,2796,3,2,0,1111.07,1
G00951,2643,12,2,2,4822.56,1
G00952,2473,1,0,0,1171.9,1
G00953,2661,6,3,0,1924.61,0
G00954,1542,1,2,1,1650.45,1
G00955,2740,6,1,1,1296.24,1
G00956,1306,1,0,0,772.39,1
G00957,1762,4,0,0,926.73,1
G00958,1976,3,4,0,1525.11,1
G00959,2363,3,3,1,2275.52,1
G00960,877,5,1,0,4138.63,1
G00961,1990,5,3,0,1700.06,1
G00962,1313,5,0,1,1546.0,1
G00963,1461,9,0,1,1011.28,1
G00964,2710,3,3,0,1579.14,1
G00965,2325,3,0,0,2158.04,1
G00966,1734,6,0,0,1806.66,1
G00967,1606,6,0,0,1676.23,1
G00968,1527,3,3,1,2632.03,1
G00969,2672,7,0,0,3174.54,1
G00970,2564,4,0,0,2991.31,1
G00971,2891,1,2,0,1981.64,1
G00972,2398,7,0,1,3428.08,1
G00973,1631,7,2,0,1985.2,1
G00974,2871,2,1,0,3618.48,1
G00975,1161,5,1,0,4879.92,0
G00976,759,6,0,0,422.38,1
G00977,2947,9,1,0,2505.8,0
G00978,243,3,2,1,4256.86,0
G00979,2591,4,1,0,2554.36,1
G00980,1064,10,0,0,4293.99,1
G00981,229,4,2,0,3233.49,0
G00982,2596,4,1,0,1732.77,1
G00983,920,4,0,0,3356.04,1
G00984,1247,7,2,1,838.88,0
G00985,6,8,0,0,1931.52,1
G00986,468,6,1,1,2292.45,1
G00987,1756,6,0,0,1985.16,1
G00988,75,3,2,0,1102.95,1
G00989,4,5,2,1,2336.58,1
G00990,1871,6,2,0,1985.39,1
G00991,646,2,2,0,1306.65,1
G00992,118,8,2,1,4954.57,1
G00993,2929,5,1,0,1544.81,1
G00994,1630,4,2,0,1757.46,1
G00995,2552,4,1,1,2594.17,1
G00996,2022,2,0,1,1839.93,1
G00997,947,5,1,0,2203.8,1
G00998,2622,5,1,1,3263.26,1
G00999,1465,4,0,3,871.09,1
G01000,194,2,0,1,4301.0,1
G01001,847,4,3,0,1736.08,1
G01002,2763,4,1,0,996.34,0
G01003,1416,1,1,0,1891.34,1
G01004,1459,8,1,1,2094.48,1
G01005,2221,4,1,0,750.7,1
G01006,1669,10,1,2,3045.02,1
G01007,2374,6,2,1,1085.4,1
G01008,1434,3,3,1,2574.98,1
G01009,1142,6,0,1,2608.83,1
G01010,2884,4,1,1,1944.14,0
G01011,1811,3,0,0,1566.05,1
G01012,724,2,3,1,3529.07,1
G01013,225,3,2,1,1748.84,1
G01014,532,5,0,0,2101.72,0
G01015,113,3,0,0,1570.42,1
G01016,2188,4,1,0,1696.36,1
G01017,559,3,1,0,1369.52,1
G01018,2049,6,4,1,2060.59,1
G01019,2138,5,0,1,2155.88,1
G01020,654,5,2,0,1705.62,1
G01021,320,4,3,0,1548.73,1
G01022,1574,4,2,1,4067.61,1
G01023,1829,6,2,0,2361.15,1
G01024,1918,4,0,0,3685.2,1
G01025,139,6,1,0,2422.17,1
G01026,2893,4,0,1,1374.2,1
G01027,2027,5,0,0,2230.25,1
G01028,2307,5,0,0,2679.17,1
G01029,902,4,0,0,1219.74,1
G01030,690,5,1,0,1052.66,1
G01031,2040,3,0,0,2014.17,1
G01032,10,4,2,0,1033.22,1
G01033,261,6,0,0,186.47,1
G01034,1943,6,3,0,2437.81,1
G01035,1674,1,0,0,980.96,1
G01036,2220,3,0,0,2083.43,1
G01037,2946,4,0,0,1691.67,1
G01038,2061,6,7,0,1258.73,1
G01039,1192,4,1,0,3409.13,1
G01040,1620,3,3,0,2774.02,1
G01041,321,14,2,2,3212.2,1
G01042,1343,5,3,0,4221.13,1
G01043,1637,4,1,2,2918.57,1
G01044,2377,5,1,0,1647.85,1
G01045,2833,5,1,1,1363.76,0
G01046,2825,7,1,1,1436.18,1
G01047,1995,7,3,1,3970.1,1
G01048,2959,7,1,0,1242.29,0
G01049,1944,2,1,1,1112.42,1
G01050,2039,5,1,0,2619.85,1
G01051,1119,3,1,1,1655.56,1
G01052,1605,7,1,0,1388.69,1
G01053,2366,2,1,0,1870.35,1
G01054,236,6,1,0,1334.9,1
G01055,1970,4,0,1,5436.29,1
G01056,334,8,1,0,3386.46,1
G01057,1909,5,0,0,3872.47,1
G01058,376,1,2,0,3277.4,1
G01059,1161,2,0,1,2177.19,1
G01060,2636,3,0,2,4846.15,0
G01061,1571,6,2,0,1947.82,1
G01062,2561,8,0,0,2022.06,1
G01063,1320,4,1,0,4308.72,1
G01064,2966,3,2,0,4108.19,1
G01065,1856,6,0,1,1442.16,1
G01066,1373,6,1,0,4015.58,0
G01067,873,8,0,0,2734.47,1
G01068,1253,6,3,1,1294.85,1
G01069,2318,6,1,0,1084.32,1
G01070,1852,5,1,0,1207.8,1
G01071,2846,4,1,1,3288.83,1
G01072,1315,5,0,1,1442.26,1
G01073,725,5,4,2,2492.89,1
G01074,2053,6,0,0,2598.86,0
G01075,2899,11,1,0,1507.56,1
G01076,78,8,0,1,2178.69,1
G01077,2622,7,0,0,1269.75,1
G01078,132,7,0,0,1953.07,0
G01079,601,4,1,1,1686.51,1
G01080,1773,8,0,0,2850.77,0
G01081,1066,6,1,0,3632.68,1
G01082,2137,2,2,0,863.63,1
G01083,2450,4,1,0,1147.61,1
G01084,2344,0,1,1,3499.88,1
G01085,1864,6,2,0,1607.71,1
G01086,1319,0,1,0,4597.81,1
G01087,616,7,1,1,3886.84,1
G01088,2848,9,1,1,1224.76,1
G01089,2470,7,2,0,2607.42,1
G01090,1889,2,2,1,2025.09,1
G01091,1047,4,0,1,699.1,1
G01092,575,8,1,0,1265.91,0
G01093,2191,5,1,1,1719.68,1
G01094,993,5,0,1,632.26,1
G01095,2713,6,2,0,1162.28,1
G01096,2193,2,1,0,2493.43,1
G01097,1249,4,2,1,1307.29,1
G01098,503,7,0,0,2253.49,1
G01099,1998,3,0,0,1977.14,1
G01100,821,6,0,1,1059.39,0
G01101,2152,2,0,0,3508.36,1
G01102,1971,8,1,0,566.54,1
G01103,198,10,2,0,3501.27,0
G01104,1670,5,1,0,1465.44,1
G01105,2627,4,1,0,1560.58,1
G01106,2439,4,1,0,2169.22,1
G01107,1203,8,2,0,2197.72,1
G01108,2602,9,0,0,2477.43,1
G01109,1472,7,0,0,2741.99,1
G01110,1647,7,1,1,2378.13,1
G01111,1693,3,0,0,2549.37,1
G01112,1313,8,2,0,4370.68,1
G01113,2036,7,2,0,730.56,1
G01114,478,2,3,1,1771.41,1
G01115,1255,5,1,0,2150.03,0
G01116,923,7,0,1,672.18,1
G01117,420,6,1,1,842.77,1
G01118,2205,1,1,0,812.69,1
G01119,2598,3,1,2,1192.75,1
G01120,1121,4,1,1,2736.65,1
G01121,951,4,0,1,1063.4,1
G01122,2337,3,2,0,1406.96,1
G01123,1278,7,2,0,2141.84,1
G01124,2244,9,1,0,1772.2,1
G01125,2646,4,0,0,1917.51,1
G01126,1858,3,1,0,3330.88,0
G01127,517,4,0,0,2734.64,1
G01128,1659,4,2,1,4106.8,1
G01129,1866,6,0,1,991.57,1
G01130,2913,3,2,1,3005.2,1
G01131,1142,10,0,1,827.76,1
G01132,2854,5,2,0,653.0,1
G01133,1933,5,1,0,2757.68,1
G01134,815,3,1,2,2646.87,1
G01135,2276,2,1,0,1269.25,1
G01136,1901,7,0,2,1156.89,1
G01137,2264,5,2,1,2592.17,0
G01138,2996,4,2,2,940.69,1
G01139,2063,6,0,0,1042.41,1
G01140,2095,5,0,0,2048.12,0
G01141,2372,4,0,0,4181.47,1
G01142,2892,7,0,2,2141.58,1
G01143,130,4,2,1,1421.9,1
G01144,95,2,2,2,2762.12,1
G01145,2675,3,3,0,4633.84,0
G01146,2803,8,0,0,2765.66,1
G01147,1956,5,2,0,1430.92,0
G01148,794,6,1,0,1196.96,0
G01149,1835,2,1,0,6095.32,1
G01150,2117,3,0,1,1625.29,1
G01151,1684,3,0,0,2394.61,1
G01152,11,7,1,0,3445.38,1
G01153,1866,5,2,0,1622.41,1
G01154,2920,2,1,0,1758.9,1
G01155,2598,2,1,0,4817.54,1
G01156,712,7,0,0,2144.68,0
G01157,2071,8,1,0,3199.16,1
G01158,815,4,5,0,3696.22,1
G01159,346,4,1,0,2827.35,1
G01160,2350,4,3,2,1509.93,0
G01161,363,3,1,0,1315.45,1
G01162,2444,4,1,1,4444.85,1
G01163,2266,6,1,0,1854.23,1
G01164,2189,5,0,0,821.68,1
G01165,985,5,1,2,6931.69,1
G01166,1640,3,0,0,3005.39,1
G01167,828,6,3,1,1495.47,0
G01168,2731,4,1,1,2051.77,1
G01169,356,2,1,1,1120.4,1
G01170,1348,5,1,0,1464.6,1
G01171,2936,7,1,0,913.48,1
G01172,1864,8,2,0,326.0,1
G01173,127,0,0,0,2190.57,1
G01174,604,5,1,1,3306.36,0
G01175,1929,4,1,0,4622.55,1
G01176,1014,6,1,0,4509.58,1
G01177,51,4,1,0,2850.37,1
G01178,2827,7,1,0,2653.9,1
G01179,1431,2,1,0,3757.85,0
G01180,1793,3,0,0,1021.93,1
G01181,2862,3,0,0,1009.28,1
G01182,1637,5,1,0,1630.89,1
G01183,1646,6,1,0,1585.72,1
G01184,2468,9,2,0,1549.3,1
G01185,1206,6,1,0,1864.81,1
G01186,2873,7,1,0,2126.42,1
G01187,1855,2,1,1,2596.23,1
G01188,567,2,1,1,2208.66,1
G01189,2419,8,2,0,1537.39,1
G01190,936,8,0,1,1304.7,1
G01191,1935,8,1,0,2450.48,1
G01192,2709,7,0,1,4011.26,1
G01193,1333,6,0,0,1918.61,1
G01194,202,2,2,1,1615.99,1
G01195,2361,7,2,1,1930.97,0
G01196,117,6,1,1,2482.16,1
G01197,937,5,1,1,1280.63,1
G01198,575,6,0,0,960.46,1
G01199,2292,4,1,0,1274.61,1
G01200,537,4,2,1,1980.42,1
G01201,1626,4,0,0,1486.71,0
G01202,2123,5,1,1,1295.98,1
G01203,386,4,1,0,1702.97,1
G01204,475,7,3,0,4053.64,1
G01205,418,2,1,0,1824.12,1
G01206,2395,4,0,0,1135.82,1
G01207,2688,1,2,1,3978.98,1
G01208,939,6,0,0,3251.32,1
G01209,955,1,3,1,2274.24,1
G01210,876,6,3,0,3988.29,1
G01211,763,6,0,1,2575.65,0
G01212,1203,0,1,3,2591.26,1
G01213,1206,6,1,0,2014.22,1
G01214,664,1,0,0,3745.43,1
G01215,25,4,1,2,1012.16,1
G01216,1991,6,2,0,3276.63,1
G01217,1204,7,1,0,6778.04,1
G01218,710,6,4,0,3732.58,1
G01219,1880,3,4,0,3087.17,0
G01220,1185,7,0,1,1410.59,1
G01221,2225,6,2,0,5254.64,0
G01222,285,5,3,1,1344.19,1
G01223,63,7,2,1,2171.51,1
G01224,1003,4,3,1,2242.79,1
G01225,662,7,1,0,464.3,1
G01226,2714,1,2,1,2543.34,1
G01227,2204,2,1,0,1441.46,1
G01228,1493,2,1,2,348.23,1
G01229,967,6,2,1,3301.11,1
G01230,849,8,0,0,1987.36,1
G01231,1108,6,1,0,944.3,1
G01232,689,0,1,0,3285.79,0
G01233,148,10,1,0,1264.15,1
G01234,342,2,1,0,1348.43,1
G01235,2524,5,3,0,2796.43,1
G01236,1087,8,2,0,724.4,1
G01237,1725,5,1,0,2165.75,1
G01238,1384,4,3,0,2858.5,0
G01239,2609,3,1,0,1070.52,1
G01240,327,7,0,1,1385.97,1
G01241,1793,7,0,0,2462.33,1
G01242,1760,3,2,0,3477.33,1
G01243,990,3,1,1,5028.81,1
G01244,2263,2,3,0,4028.59,1
G01245,2483,2,2,1,3615.94,1
G01246,952,7,1,0,2730.8,1
G01247,723,4,0,1,1347.46,1
G01248,2080,1,1,0,3193.33,1
G01249,2718,3,1,0,1899.04,0
G01250,2333,10,1,0,1155.75,1
G01251,429,3,1,0,2193.38,1
G01252,1501,6,2,0,4088.51,1
G01253,286,4,0,0,1068.01,1
G01254,2066,5,0,0,7132.31,1
G01255,769,3,1,2,1864.41,1
G01256,2638,7,0,0,1235.87,1
G01257,1395,5,0,0,1712.46,1
G01258,194,2,1,0,5222.2,1
G01259,2550,6,3,2,1565.22,0
G01260,988,3,2,0,1197.0,1
G01261,1137,2,2,2,3266.22,1
G01262,2162,7,1,0,3453.91,1
G01263,1702,6,0,0,659.13,0
G01264,947,3,1,1,3921.65,1
G01265,831,5,1,1,2269.16,1
G01266,1921,7,1,1,1949.71,1
G01267,2973,4,2,0,1561.73,1
G01268,55,4,2,0,1475.01,1
G01269,800,3,4,0,2437.96,1
G01270,778,6,2,0,1335.43,0
G01271,1482,4,0,0,3865.95,1
G01272,1902,5,0,0,8136.36,1
G01273,2210,7,1,0,2052.24,0
G01274,2135,4,3,0,5455.41,0
G01275,55,3,1,0,2471.08,1
G01276,1824,1,0,0,2086.65,1
G01277,1202,5,2,0,2801.34,1
G01278,833,8,1,0,2454.65,1
G01279,313,5,0,0,2901.82,0
G01280,2807,5,1,0,2896.21,1
G01281,1859,3,2,0,1654.0,1
G01282,2008,3,1,0,2358.63,1
G01283,2007,6,3,1,2914.46,1
G01284,2491,5,0,0,3220.13,1
G01285,1791,7,3,1,1180.12,1
G01286,328,6,2,0,1797.17,1
G01287,2809,8,1,0,1700.96,1
G01288,2627,8,1,1,882.19,1
G01289,1288,8,2,2,2387.77,1
G01290,2144,9,0,1,2523.91,1
G01291,1112,5,0,0,4469.31,1
G01292,1312,3,2,2,1395.58,1
G01293,2862,4,0,0,2051.82,1
G01294,2539,5,3,1,3762.71,1
G01295,452,6,3,0,2910.49,1
G01296,1524,7,0,0,5221.47,1
G01297,165,4,2,0,2615.06,1
G01298,182,6,2,0,2118.68,1
G01299,2517,13,1,1,1641.23,1
G01300,910,3,3,4,1232.44,1
G01301,2783,7,2,0,2293.99,1
G01302,823,7,1,1,1764.31,1
G01303,944,2,4,0,2207.3,1
G01304,2002,5,0,0,4553.29,1
G01305,2055,2,2,0,2613.86,1
G01306,330,4,0,1,789.95,0
G01307,775,3,1,1,1179.18,1
G01308,2199,3,3,0,2057.78,0
G01309,147,1,0,0,1735.76,1
G01310,915,7,2,1,4236.3,1
G01311,1572,4,1,2,2110.22,1
G01312,1309,9,2,1,1589.08,0
G01313,2748,4,2,0,3781.23,1
G01314,82,6,3,0,2186.38,0
G01315,514,3,2,0,420.22,1
G01316,1921,8,0,0,1881.3,1
G01317,2863,6,1,0,2833.95,1
G01318,2757,5,1,1,1622.04,0
G01319,1940,3,3,0,2941.27,0
G01320,746,11,1,0,3531.0,1
G01321,1410,7,0,0,3057.31,1
G01322,707,6,0,0,2320.79,1
G01323,471,6,2,0,2311.68,1
G01324,396,6,3,1,1566.55,1
G01325,1556,6,2,0,1415.97,1
G01326,2309,5,0,0,2845.45,1
G01327,805,8,0,0,1709.89,1
G01328,934,6,1,2,1456.75,1
G01329,1280,8,2,0,1961.79,1
G01330,1758,13,2,0,2033.28,1
G01331,905,4,2,0,2439.21,1
G01332,1077,1,1,0,1094.99,1
G01333,2988,4,1,0,1955.28,1
G01334,1891,2,2,1,1764.59,1
G01335,1524,7,1,0,2928.75,0
G01336,2902,4,3,0,3144.27,1
G01337,1388,5,1,1,2192.8,1
G01338,1304,8,3,0,2572.42,1
G01339,593,6,0,0,2051.01,1
G01340,2762,5,0,0,3732.42,0
G01341,2680,2,1,0,3690.95,1
G01342,2107,6,1,0,1393.54,1
G01343,128,5,1,0,936.05,1
G01344,736,6,1,0,3049.64,1
G01345,2769,3,2,0,1074.41,1
G01346,2574,6,1,1,3861.74,1
G01347,521,6,1,0,1076.9,0
G01348,2600,4,0,0,3142.44,1
G01349,237,7,2,1,2119.0,1
G01350,1305,4,0,0,5288.7,1
G01351,1782,0,0,1,3904.77,1
G01352,1302,9,1,0,934.57,1
G01353,2542,1,0,0,1224.82,1
G01354,2052,6,1,0,2855.63,1
G01355,2714,4,1,1,3509.72,1
G01356,442,5,0,0,1044.97,1
G01357,2077,6,1,2,3210.43,1
G01358,2658,8,0,1,2350.93,0
G01359,805,4,0,1,2600.4,1
G01360,75,5,1,0,1342.1,1
G01361,2886,10,2,0,4677.19,1
G01362,2176,5,1,0,2538.76,1
G01363,2090,7,0,0,1767.41,1
G01364,1380,6,1,0,1876.21,1
G01365,41,4,0,0,1801.61,1
G01366,2982,3,0,0,2497.42,1
G01367,2082,5,0,0,2223.2,1
G01368,1701,4,1,0,949.56,1
G01369,1402,4,0,2,852.45,1
G01370,588,5,0,0,3163.17,1
G01371,1623,2,0,1,2686.54,1
G01372,342,7,0,1,4524.85,1
G01373,2075,3,1,0,1021.64,0
G01374,646,5,1,0,2088.37,1
G01375,731,6,1,2,2128.34,1
G01376,168,8,0,0,449.73,1
G01377,610,5,0,0,1993.19,1
G01378,2316,3,2,0,2872.09,1
G01379,1773,3,1,2,393.03,1
G01380,2041,5,0,1,3686.56,0
G01381,2869,7,1,0,1054.05,1
G01382,455,5,1,0,2639.35,1
G01383,2954,5,4,2,817.36,1
G01384,1709,10,0,0,1711.9,1
G01385,2970,2,2,0,2344.22,1
G01386,702,6,1,0,2099.9,1
G01387,2682,7,0,2,778.23,1
G01388,1600,4,0,0,1029.37,1
G01389,130,11,2,0,1265.2,0
G01390,1846,5,2,0,2511.07,1
G01391,1387,4,1,1,1926.39,1
G01392,2867,1,1,1,1542.98,1
G01393,693,11,0,1,2677.8,1
G01394,1395,3,3,1,2594.05,1
G01395,794,2,1,0,1392.38,1
G01396,29,7,2,0,2258.91,1
G01397,149,5,1,1,2584.62,1
G01398,1320,1,0,0,1306.78,1
G01399,2059,6,0,1,1644.0,0
G01400,2724,4,0,0,1826.94,1
G01401,1137,9,2,0,2858.64,1
G01402,187,4,1,0,3117.9,1
G01403,2855,9,0,0,2675.68,1
G01404,2792,5,1,0,877.49,0
G01405,1251,2,1,1,1268.82,1
G01406,1334,8,3,1,2825.97,1
G01407,98,2,0,1,2995.0,1
G01408,55,7,3,1,2165.45,1
G01409,2671,9,3,0,1904.42,1
G01410,2712,3,3,0,3417.6,1
G01411,758,3,2,0,611.77,1
G01412,406,6,3,0,1644.7,1
G01413,2117,7,0,1,4074.46,1
G01414,1313,2,0,0,4031.71,0
G01415,1786,9,2,0,1002.63,1
G01416,751,5,1,1,1520.57,1
G01417,1763,5,3,0,2621.32,1
